band5,band6,band7,band8,class
42,34,26,24,free
46,38,29,30,free
44,36,25,32,free
87,79,67,54,free
97,84,71,61,free
97,83,70,61,free
98,84,73,60,free
87,73,64,52,free
45,36,28,27,free
40,27,17,23,free
44,35,27,24,free
43,34,25,30,free
45,35,25,34,free
47,38,27,29,free
48,41,31,29,free
45,35,25,26,free
76,66,57,44,free
102,90,78,62,free
95,83,73,57,free
40,29,16,28,free
44,36,28,24,free
45,37,28,29,free
51,43,35,30,free
50,42,33,32,free
49,42,30,38,free
49,41,33,38,free
49,42,34,30,free
45,36,27,31,free
49,42,33,33,free
96,83,70,56,free
86,75,64,50,free
44,36,27,36,free
38,25,14,25,free
38,25,15,23,free
38,25,14,24,free
45,36,26,26,free
44,34,26,24,free
51,42,33,33,free
49,41,32,37,free
50,42,33,32,free
44,36,26,31,free
49,41,31,39,free
80,69,59,46,free
44,35,27,28,free
37,25,15,25,free
39,24,15,22,free
39,25,14,20,free
43,36,27,25,free
46,38,29,27,free
52,41,32,29,free
48,41,30,40,free
46,38,28,32,free
49,41,34,38,free
43,34,25,32,free
43,34,24,33,free
43,35,24,29,free
45,36,26,26,free
39,25,16,19,free
46,38,29,30,free
49,41,32,29,free
50,41,31,30,free
49,40,30,31,free
48,40,31,39,free
49,41,33,36,free
45,36,25,34,free
49,42,33,29,free
43,35,25,32,free
39,25,14,24,free
38,25,15,18,free
45,36,28,31,free
43,34,23,34,free
45,37,27,26,free
46,37,28,25,free
48,41,32,31,free
48,40,30,35,free
49,40,31,29,free
44,35,26,24,free
48,40,32,34,free
45,35,26,31,free
38,25,13,24,free
39,24,14,19,free
44,36,27,25,free
42,34,25,33,free
49,41,32,33,free
50,41,32,30,free
47,40,32,28,free
43,34,26,23,free
45,35,25,25,free
45,36,28,24,free
37,25,13,25,free
38,25,14,19,free
44,35,27,29,free
49,42,31,32,free
50,40,30,39,free
45,37,28,33,free
47,41,30,39,free
44,36,27,24,free
37,26,14,24,free
48,40,31,37,free
47,40,28,37,free
40,26,17,19,free
44,36,26,34,free
49,41,33,28,free
44,36,28,35,free
48,39,29,29,free
42,34,23,33,free
44,36,24,36,free
46,36,27,27,free
43,35,27,26,free
43,33,23,28,free
44,36,27,31,free
45,36,25,35,free
49,40,31,31,free
49,39,29,35,free
45,35,25,26,free
45,36,28,27,free
50,41,32,28,free
44,36,27,26,free
44,36,26,34,free
45,35,26,30,free
45,36,26,32,free
45,36,29,24,free
46,37,30,25,free
49,40,30,38,free
50,42,32,33,free
45,36,28,24,free
46,37,28,26,free
44,36,27,24,free
44,35,25,34,free
47,38,29,29,free
48,40,31,38,free
50,41,33,28,free
46,35,27,29,free
66,54,43,46,free
63,51,36,35,free
44,36,26,29,free
45,36,27,35,free
44,35,25,35,free
45,36,27,29,free
44,36,26,31,free
45,37,27,35,free
49,40,30,39,free
74,63,56,42,free
45,35,27,25,free
50,41,31,29,free
48,41,32,30,free
45,36,27,30,free
44,35,25,27,free
44,36,27,34,free
45,36,28,30,free
96,85,76,58,free
96,84,77,58,free
44,36,27,33,free
45,36,27,27,free
46,37,28,27,free
44,35,22,35,free
44,34,25,23,free
45,35,26,26,free
44,36,26,35,free
46,36,28,27,free
49,41,32,29,free
99,86,73,59,free
109,93,81,65,free
109,97,86,65,free
110,98,87,66,free
107,93,81,62,free
46,36,27,25,free
49,41,30,35,free
75,64,56,43,free
97,88,77,59,free
107,99,87,68,free
114,100,86,67,free
43,35,25,32,free
45,37,25,34,free
44,36,27,33,free
43,34,24,26,free
45,35,25,26,free
43,35,26,35,free
44,36,27,35,free
48,41,31,36,free
92,83,70,56,free
103,91,78,62,free
110,100,83,68,free
112,99,86,66,free
48,41,32,28,free
46,36,27,28,free
41,33,23,33,free
42,34,23,34,free
44,35,26,27,free
43,36,27,36,free
45,36,27,27,free
49,40,31,34,free
49,41,31,37,free
96,85,74,62,free
112,99,85,71,free
116,102,87,69,free
46,35,27,24,free
49,41,31,29,free
46,39,28,34,free
47,38,29,26,free
45,36,26,31,free
45,35,27,27,free
43,35,26,30,free
48,39,30,28,free
47,38,28,33,free
49,41,31,32,free
94,84,72,58,free
106,95,83,68,free
118,107,93,75,free
120,105,92,73,free
108,93,81,63,free
48,39,30,28,free
46,38,28,37,free
45,34,25,32,free
45,35,27,28,free
45,37,28,25,free
46,38,28,27,free
47,39,30,34,free
88,75,63,50,free
99,88,75,62,free
115,103,89,71,free
121,109,94,73,free
117,105,91,71,free
48,39,31,27,free
48,40,32,28,free
44,36,27,28,free
46,38,29,30,free
48,40,32,27,free
46,36,26,33,free
46,36,26,28,free
44,36,27,34,free
46,38,29,28,free
49,40,31,35,free
48,38,29,38,free
90,78,68,55,free
101,91,79,64,free
115,104,88,71,free
118,105,88,72,free
115,101,86,68,free
109,97,84,65,free
47,41,31,28,free
52,43,34,33,free
56,47,38,42,free
59,50,40,43,free
55,45,37,32,free
45,34,24,23,free
43,35,24,31,free
43,34,24,32,free
44,35,24,27,free
47,36,26,27,free
46,38,27,27,free
44,35,27,31,free
46,39,30,28,free
49,42,33,28,free
48,41,30,41,free
49,39,30,32,free
86,77,66,52,free
96,86,73,59,free
106,96,80,67,free
114,101,85,71,free
115,103,89,71,free
112,99,87,68,free
111,99,86,66,free
47,39,30,30,free
48,39,29,38,free
57,46,37,32,free
60,49,39,36,free
65,54,44,42,free
63,52,42,39,free
43,35,24,31,free
43,35,24,31,free
44,36,25,25,free
46,36,27,24,free
45,35,26,24,free
44,36,25,30,free
44,36,26,29,free
45,35,25,25,free
44,36,26,26,free
45,37,27,25,free
46,37,28,33,free
48,40,31,29,free
88,77,65,52,free
100,87,75,62,free
108,97,82,67,free
113,100,86,68,free
108,97,83,65,free
47,39,28,33,free
44,35,28,27,free
50,40,31,28,free
43,36,24,35,free
64,54,43,37,free
65,54,43,36,free
43,34,23,32,free
44,34,26,28,free
45,35,26,25,free
45,36,28,26,free
46,38,29,27,free
50,41,34,30,free
104,94,81,64,free
107,95,83,64,free
48,40,30,27,free
48,38,30,27,free
44,38,26,38,free
47,38,28,34,free
44,37,26,27,free
61,51,42,34,free
50,42,32,34,free
49,41,30,41,free
48,41,32,35,free
49,40,32,32,free
49,40,30,31,free
43,35,25,34,free
46,38,26,38,free
44,34,24,27,free
46,38,29,26,free
45,36,26,34,free
60,51,42,34,free
46,36,27,35,free
48,37,30,28,free
49,41,32,34,free
48,39,29,36,free
49,40,31,27,free
45,36,27,24,free
46,36,27,29,free
43,34,25,31,free
44,36,26,36,free
48,40,30,39,free
49,40,30,35,free
47,38,28,36,free
48,40,31,29,free
45,38,29,28,free
45,36,26,35,free
46,38,27,32,free
44,35,26,29,free
43,37,28,33,free
51,41,33,31,free
48,41,30,41,free
46,39,30,27,free
49,39,30,30,free
44,36,27,25,free
47,38,29,30,free
48,38,27,33,free
46,37,27,33,free
48,40,29,34,free
45,36,27,24,free
45,36,26,24,free
45,37,26,26,free
44,36,26,35,free
51,42,31,31,free
47,41,31,30,free
48,40,32,27,free
50,41,32,36,free
44,36,26,32,free
44,36,27,27,free
45,35,26,31,free
45,35,26,35,free
45,36,27,24,free
44,36,26,35,free
43,36,27,25,free
48,40,30,36,free
49,39,31,26,free
49,41,32,32,free
44,35,27,30,free
50,39,32,30,free
45,36,26,32,free
45,37,28,25,free
43,36,28,32,free
46,36,27,31,free
50,40,32,34,free
49,42,30,36,free
51,40,32,30,free
49,39,29,36,free
48,39,30,28,free
43,35,26,29,free
45,36,28,32,free
47,39,31,26,free
49,40,31,36,free
50,40,33,28,free
43,34,24,34,free
49,41,32,28,free
46,37,28,37,free
47,38,26,35,free
45,38,28,26,free
50,42,34,29,free
49,40,32,27,free
50,42,33,28,free
45,36,26,27,free
44,36,26,34,free
45,37,29,28,free
50,41,32,38,free
43,35,25,35,free
43,36,25,25,free
44,36,26,32,free
45,36,28,26,free
49,41,32,32,free
48,41,31,30,free
45,37,29,31,free
49,40,31,34,free
48,40,31,30,free
44,36,25,36,free
43,35,23,28,free
48,41,30,41,free
47,39,30,37,free
50,42,33,28,free
42,35,23,35,free
43,35,25,35,free
44,35,25,32,free
44,36,27,33,free
43,36,24,35,free
44,36,26,33,free
50,41,30,29,free
48,40,30,37,free
48,40,31,35,free
43,34,26,25,free
42,34,24,30,free
43,33,24,31,free
42,35,23,32,free
44,34,24,25,free
42,33,22,33,free
44,34,23,30,free
42,33,23,29,free
44,34,24,32,free
45,34,25,24,free
45,35,25,25,free
44,35,25,25,free
44,35,25,25,free
46,37,28,28,free
48,39,30,33,free
48,40,31,30,free
44,35,24,33,free
44,36,25,33,free
46,37,28,27,free
50,42,32,28,free
48,40,30,38,free
48,40,32,28,free
45,37,28,28,free
49,39,30,34,free
50,40,32,27,free
77,66,58,44,free
43,34,25,23,free
45,36,26,27,free
46,38,27,36,free
46,38,28,38,free
49,39,30,28,free
42,33,22,33,free
43,35,25,30,free
44,36,27,24,free
43,36,27,32,free
43,36,26,24,free
48,39,28,36,free
47,40,31,27,free
44,35,26,31,free
45,37,26,33,free
48,39,30,30,free
90,79,72,55,free
94,81,73,58,free
100,86,74,59,free
43,33,23,30,free
42,34,24,28,free
43,34,23,33,free
44,36,25,34,free
43,34,26,30,free
45,35,27,24,free
45,36,26,28,free
47,39,27,35,free
101,86,77,60,free
109,94,82,66,free
113,99,85,68,free
43,35,25,33,free
44,35,27,24,free
45,34,24,29,free
44,36,26,28,free
50,41,31,28,free
45,38,27,35,free
103,88,76,59,free
109,95,81,64,free
102,88,76,59,free
97,85,75,60,free
97,84,73,59,free
94,81,70,57,free
44,35,24,35,free
43,35,26,29,free
50,42,31,31,free
47,39,28,36,free
108,94,78,64,free
113,100,84,67,free
43,34,25,26,free
44,36,26,30,free
46,38,28,31,free
49,39,29,27,free
103,89,79,60,free
96,82,72,56,free
116,102,87,68,free
115,102,88,68,free
120,108,92,72,free
122,106,93,72,free
121,105,91,71,free
44,34,26,25,free
43,34,23,23,free
46,38,29,33,free
43,34,24,23,free
44,36,27,33,free
47,38,28,37,free
46,38,30,35,free
100,87,78,58,free
43,33,24,22,free
49,39,30,31,free
50,42,32,39,free
48,39,31,29,free
92,79,69,54,free
94,82,70,56,free
106,93,82,63,free
76,63,55,43,free
44,35,26,29,free
47,36,26,35,free
50,41,31,35,free
51,41,32,30,free
113,100,86,67,free
109,95,81,64,free
101,89,77,61,free
108,97,83,66,free
109,98,86,68,free
113,100,87,68,free
78,66,58,44,free
81,67,58,46,free
83,70,59,48,free
42,32,24,25,free
44,34,24,34,free
46,38,28,30,free
48,38,27,37,free
48,39,29,28,free
120,106,93,71,free
112,99,88,69,free
117,106,92,74,free
123,109,95,76,free
124,110,95,74,free
118,107,93,73,free
112,99,87,67,free
90,77,67,53,free
96,83,71,56,free
86,73,61,49,free
41,33,22,29,free
44,35,26,35,free
45,35,26,24,free
46,37,28,29,free
47,37,29,25,free
122,107,92,73,free
126,113,99,78,free
131,118,103,80,free
131,120,104,81,free
130,118,106,84,free
126,111,101,82,free
105,91,80,66,free
102,90,76,60,free
41,33,24,23,free
46,37,29,27,free
43,34,24,31,free
44,33,23,33,free
48,39,28,39,free
47,38,27,37,free
46,38,29,32,free
87,78,67,53,free
103,93,80,63,free
116,102,88,69,free
126,110,95,75,free
127,111,96,77,free
133,120,104,84,free
139,124,110,89,free
141,125,111,91,free
143,129,114,94,free
147,128,112,93,free
131,116,100,81,free
105,95,83,66,free
88,81,73,57,free
80,70,64,49,free
77,66,58,45,free
85,72,62,49,free
44,34,25,25,free
44,34,23,29,free
43,33,23,31,free
45,35,27,26,free
44,36,27,25,free
44,35,26,24,free
45,34,24,23,free
43,34,24,25,free
48,41,30,41,free
50,40,31,28,free
50,40,31,32,free
49,40,29,34,free
46,38,28,33,free
47,39,30,35,free
98,85,74,58,free
102,90,78,62,free
114,102,86,68,free
120,106,92,73,free
129,116,101,80,free
129,117,102,81,free
136,125,108,88,free
147,131,116,95,free
152,136,120,98,free
156,139,122,102,free
161,143,127,102,free
150,138,124,97,free
133,121,113,90,free
123,109,105,85,free
108,95,88,71,free
97,84,73,63,free
98,86,75,61,free
102,90,79,62,free
103,92,81,65,free
42,33,23,27,free
43,35,27,30,free
45,36,26,26,free
45,35,26,29,free
44,35,23,28,free
43,35,24,24,free
43,34,25,24,free
44,34,24,33,free
44,35,25,30,free
49,40,29,35,free
49,41,32,29,free
49,39,29,35,free
48,39,30,28,free
49,41,31,29,free
128,113,96,77,free
138,122,105,82,free
139,122,106,84,free
140,127,109,87,free
153,137,119,95,free
161,144,126,101,free
161,141,128,106,free
156,138,122,102,free
142,126,111,89,free
128,115,101,82,free
117,107,95,74,free
116,105,96,75,free
120,108,96,75,free
43,34,25,23,free
43,33,23,25,free
44,34,26,31,free
44,35,25,25,free
43,35,23,35,free
45,35,26,24,free
44,33,25,22,free
44,34,24,31,free
43,35,23,35,free
44,36,25,32,free
46,36,26,30,free
144,127,109,86,free
145,128,111,87,free
155,137,117,93,free
165,145,126,101,free
162,146,130,104,free
150,135,124,97,free
138,120,109,88,free
135,118,103,83,free
42,33,23,31,free
44,34,26,33,free
44,35,26,27,free
48,40,30,27,free
144,129,113,87,free
148,130,115,89,free
153,133,114,92,free
164,144,123,101,free
166,147,131,105,free
155,135,118,96,free
142,126,109,84,free
44,34,26,25,free
43,33,23,25,free
42,34,23,33,free
43,34,25,29,free
44,34,23,33,free
43,34,26,33,free
44,36,28,24,free
44,35,25,31,free
44,37,27,29,free
45,36,27,25,free
44,36,26,28,free
45,37,27,26,free
44,37,26,26,free
44,35,26,28,free
44,35,25,27,free
46,37,27,29,free
46,36,26,35,free
45,36,28,32,free
48,39,30,31,free
150,133,111,89,free
160,142,122,100,free
44,35,25,31,free
43,35,27,28,free
43,35,25,26,free
44,35,26,24,free
43,34,25,30,free
43,36,27,30,free
45,36,26,27,free
47,36,27,26,free
46,36,27,31,free
44,36,26,31,free
44,36,27,25,free
44,36,25,35,free
44,35,25,32,free
57,50,38,44,free
52,47,37,39,free
142,126,106,85,free
156,139,121,98,free
44,35,23,34,free
45,35,26,26,free
44,35,26,26,free
44,35,26,29,free
45,36,27,30,free
55,45,35,30,free
60,50,40,37,free
59,49,40,35,free
45,37,27,26,free
46,36,27,29,free
46,37,27,27,free
47,37,28,27,free
59,51,39,44,free
57,48,36,42,free
54,45,35,34,free
51,41,30,37,free
48,39,29,35,free
49,39,32,28,free
135,119,103,82,free
154,136,116,94,free
169,146,124,100,free
45,36,29,24,free
44,35,27,25,free
61,52,44,37,free
63,54,45,37,free
45,38,29,27,free
94,81,68,80,free
54,46,36,33,free
52,43,34,38,free
50,42,31,36,free
50,40,32,27,free
105,93,78,62,free
161,141,121,95,free
157,134,115,90,free
47,39,28,28,free
46,38,27,35,free
48,37,28,35,free
49,39,30,36,free
90,79,66,75,free
96,87,73,78,free
96,86,72,77,free
50,42,33,32,free
50,41,32,28,free
49,40,29,28,free
61,50,42,34,free
50,41,31,32,free
52,42,31,39,free
66,57,44,57,free
88,77,63,68,free
98,85,70,72,free
101,87,73,74,free
95,79,66,68,free
77,65,52,59,free
62,51,40,46,free
52,43,32,39,free
48,40,30,32,free
63,54,44,36,free
45,35,26,27,free
45,35,25,29,free
46,35,25,33,free
46,36,26,35,free
44,36,27,28,free
45,36,26,32,free
47,37,27,32,free
46,37,28,29,free
55,46,35,36,free
66,57,44,43,free
64,55,43,45,free
62,49,37,42,free
63,54,42,49,free
85,74,60,65,free
97,82,66,67,free
98,85,72,67,free
92,81,68,60,free
76,66,52,45,free
61,52,42,35,free
66,57,47,40,free
67,58,49,41,free
67,56,49,42,free
62,53,46,38,free
60,49,42,34,free
60,50,38,36,free
63,51,41,38,free
65,58,49,47,free
82,74,62,60,free
92,79,65,61,free
89,77,65,59,free
88,77,62,56,free
74,60,51,40,free
90,80,69,54,free
105,91,79,61,free
70,60,50,43,free
76,65,56,52,free
81,68,59,55,free
78,66,56,52,free
73,61,51,45,free
65,54,45,37,free
60,51,43,34,free
58,49,41,33,free
62,53,44,38,free
65,55,45,38,free
63,53,44,36,free
61,52,42,35,free
59,50,39,34,free
66,56,46,41,free
72,64,52,45,free
81,74,61,53,free
86,75,62,56,free
82,69,57,50,free
79,69,56,49,free
76,64,54,45,free
67,54,46,36,free
71,60,50,42,free
81,68,59,48,free
83,69,61,50,free
85,71,62,50,free
90,75,66,53,free
87,72,62,49,free
106,93,83,62,free
105,90,79,61,free
84,73,61,56,free
92,79,66,61,free
90,78,65,59,free
80,71,58,50,free
69,59,51,41,free
69,60,48,40,free
69,58,47,39,free
68,60,49,40,free
68,60,48,40,free
69,59,49,40,free
75,63,51,44,free
82,69,57,52,free
85,73,62,57,free
79,66,55,47,free
73,62,52,43,free
79,67,58,49,free
78,66,58,49,free
76,69,61,46,free
85,76,66,52,free
91,79,70,55,free
92,79,68,53,free
90,81,73,54,free
97,85,78,60,free
91,78,69,58,free
93,78,66,53,free
85,74,61,54,free
95,83,70,62,free
96,82,70,63,free
87,75,63,55,free
76,64,55,45,free
66,56,44,38,free
73,62,50,42,free
71,61,52,43,free
73,63,54,47,free
72,61,51,43,free
67,57,47,39,free
74,63,51,44,free
82,73,61,52,free
78,67,57,45,free
69,59,51,40,free
81,73,61,49,free
75,65,58,45,free
65,54,48,36,free
97,83,71,56,free
107,93,81,64,free
110,97,85,67,free
106,95,85,64,free
87,77,69,53,free
108,94,81,67,free
124,107,92,76,free
118,105,92,74,free
110,101,91,70,free
101,91,85,64,free
95,83,79,59,free
83,69,62,47,free
70,58,49,42,free
83,71,59,52,free
92,81,68,60,free
97,85,72,64,free
93,81,68,60,free
82,70,59,51,free
66,57,47,39,free
75,67,56,48,free
80,70,60,51,free
81,71,60,52,free
76,66,55,45,free
80,70,59,48,free
84,73,65,51,free
82,73,63,49,free
121,110,96,75,free
113,98,88,70,free
104,91,80,65,free
112,100,88,70,free
127,115,100,78,free
133,121,107,84,free
136,121,110,89,free
133,116,107,87,free
126,109,98,83,free
111,93,83,69,free
92,79,69,53,free
71,62,51,45,free
83,72,60,53,free
92,80,66,58,free
95,85,72,62,free
96,85,72,63,free
88,78,66,55,free
75,66,56,46,free
76,67,57,49,free
85,74,64,56,free
86,75,64,54,free
84,72,61,51,free
59,50,43,34,free
79,69,59,49,free
88,76,64,51,free
86,75,70,52,free
85,71,63,49,free
103,90,79,65,free
116,101,86,73,free
131,115,100,84,free
134,117,102,85,free
121,108,95,76,free
120,108,94,76,free
133,117,102,84,free
140,125,108,90,free
153,134,117,97,free
156,139,122,100,free
149,133,116,92,free
133,118,103,80,free
94,84,76,57,free
101,89,80,65,free
105,89,79,64,free
92,76,68,53,free
74,66,53,45,free
84,74,62,53,free
92,79,66,57,free
96,84,69,60,free
99,87,74,63,free
96,83,72,60,free
85,74,64,55,free
89,79,68,61,free
94,82,69,59,free
89,78,65,52,free
68,59,51,42,free
73,62,53,46,free
72,61,53,43,free
65,54,48,39,free
68,58,50,39,free
70,59,51,40,free
74,63,54,44,free
83,73,63,55,free
90,79,68,54,free
58,46,37,31,free
115,98,85,67,free
117,100,87,72,free
117,100,87,73,free
115,100,86,68,free
109,99,85,66,free
117,105,92,75,free
134,119,104,83,free
135,123,105,83,free
128,117,102,81,free
129,114,100,82,free
137,120,106,88,free
144,131,111,91,free
155,139,117,95,free
163,146,125,99,free
157,140,120,94,free
139,122,108,84,free
121,104,93,74,free
109,96,85,71,free
118,106,93,77,free
124,112,99,77,free
85,75,63,52,free
92,80,69,59,free
96,84,70,61,free
98,86,73,61,free
96,83,72,60,free
94,82,68,61,free
99,89,75,66,free
99,87,73,63,free
93,81,69,55,free
67,57,48,38,free
79,68,55,47,free
81,71,59,48,free
71,60,53,42,free
78,66,55,44,free
82,71,62,51,free
91,81,71,59,free
93,83,73,58,free
71,63,55,42,free
79,71,63,50,free
78,66,60,46,free
58,49,45,34,free
62,52,46,35,free
67,57,50,40,free
78,65,57,47,free
82,68,61,50,free
78,67,59,49,free
82,72,63,49,free
89,76,65,51,free
119,102,87,69,free
129,115,101,79,free
130,120,107,81,free
133,120,108,84,free
127,111,101,78,free
112,97,86,66,free
123,110,95,76,free
134,120,105,84,free
133,117,100,80,free
130,116,98,78,free
135,122,105,84,free
144,129,110,89,free
149,133,113,91,free
153,136,117,97,free
157,139,121,98,free
149,133,115,92,free
137,121,107,87,free
130,114,103,84,free
125,111,97,78,free
128,116,99,79,free
124,108,95,72,free
81,70,59,48,free
87,77,65,54,free
95,85,72,60,free
96,84,72,58,free
92,81,68,54,free
92,82,70,55,free
99,88,75,63,free
104,93,79,67,free
102,89,76,64,free
94,82,71,57,free
71,61,52,42,free
77,67,57,46,free
81,70,59,48,free
82,72,61,50,free
82,72,60,49,free
88,78,66,53,free
97,86,75,60,free
96,86,75,60,free
86,76,67,53,free
87,74,63,50,free
85,73,64,52,free
94,81,69,55,free
102,93,81,62,free
100,90,82,65,free
108,94,84,65,free
85,75,63,50,free
129,114,97,76,free
142,124,103,83,free
148,129,109,88,free
144,126,108,84,free
98,87,80,61,free
125,110,95,77,free
134,120,103,80,free
131,117,100,79,free
148,130,112,90,free
147,128,110,88,free
143,129,112,91,free
140,126,111,92,free
142,128,111,89,free
135,121,104,82,free
127,115,99,78,free
134,119,102,81,free
126,110,96,76,free
86,75,64,50,free
90,79,67,55,free
98,86,72,59,free
88,78,65,52,free
99,87,74,61,free
106,92,79,66,free
100,87,74,61,free
93,80,69,57,free
87,74,64,51,free
83,74,64,52,free
86,76,67,53,free
84,74,63,51,free
85,73,62,51,free
73,65,56,45,free
78,70,61,50,free
91,80,70,60,free
101,87,76,64,free
99,87,75,63,free
100,88,74,63,free
94,83,70,57,free
93,82,71,56,free
99,85,75,58,free
119,102,86,68,free
125,108,91,72,free
63,51,45,34,free
102,88,76,59,free
116,102,87,69,free
139,124,107,87,free
144,128,113,93,free
148,135,119,98,free
150,135,120,99,free
143,125,111,91,free
133,118,102,83,free
83,74,64,51,free
86,74,63,52,free
95,84,71,59,free
103,91,77,63,free
98,87,73,60,free
93,82,68,56,free
87,77,68,56,free
92,80,71,57,free
88,77,66,55,free
88,79,66,54,free
73,61,52,41,free
76,67,56,46,free
88,81,70,60,free
96,85,77,66,free
102,90,79,69,free
108,94,82,70,free
106,96,82,71,free
113,100,86,74,free
111,98,86,70,free
100,86,77,62,free
95,83,72,58,free
102,87,72,59,free
86,72,63,49,free
122,110,96,75,free
132,120,106,86,free
144,131,116,96,free
155,141,123,101,free
156,140,123,98,free
146,131,117,93,free
136,123,108,85,free
88,77,65,52,free
97,88,76,62,free
97,85,73,59,free
92,81,69,54,free
81,71,61,48,free
93,83,71,58,free
99,87,75,60,free
92,81,70,56,free
93,83,70,56,free
81,69,59,48,free
81,69,59,46,free
72,64,56,43,free
84,74,68,58,free
105,92,82,74,free
119,103,91,79,free
116,102,88,75,free
115,101,87,73,free
117,105,89,75,free
120,106,93,76,free
119,106,92,77,free
115,100,87,74,free
101,90,76,61,free
96,85,73,57,free
123,109,95,77,free
139,124,106,89,free
150,134,115,96,free
152,135,119,97,free
150,134,113,91,free
98,85,74,60,free
99,87,76,61,free
94,83,72,58,free
91,78,68,56,free
87,75,63,52,free
76,66,57,46,free
83,73,62,52,free
92,82,69,57,free
104,91,78,65,free
97,86,77,62,free
95,84,75,60,free
91,77,68,53,free
84,73,62,50,free
82,72,62,48,free
82,72,61,48,free
81,72,63,48,free
86,76,68,56,free
102,91,81,68,free
120,107,95,79,free
128,114,100,83,free
120,107,91,75,free
113,98,83,69,free
115,101,87,72,free
120,105,90,73,free
120,107,90,76,free
124,110,95,77,free
112,98,85,69,free
104,91,77,63,free
103,90,79,63,free
84,71,66,49,free
119,105,89,71,free
130,117,99,82,free
143,129,110,89,free
149,135,120,93,free
143,128,112,91,free
136,116,102,81,free
99,88,75,60,free
101,90,78,65,free
102,91,79,68,free
102,91,78,65,free
93,83,72,58,free
85,73,66,54,free
83,69,62,52,free
84,69,60,53,free
87,74,61,53,free
88,79,65,54,free
101,91,77,64,free
105,94,81,66,free
101,88,75,62,free
91,79,68,54,free
86,76,65,53,free
90,80,69,54,free
88,77,67,52,free
89,77,68,53,free
89,79,69,57,free
102,90,78,67,free
116,102,87,74,free
124,111,96,79,free
127,115,99,82,free
118,107,92,75,free
107,96,80,67,free
110,98,83,70,free
117,105,92,74,free
120,106,93,77,free
121,106,90,72,free
112,101,88,71,free
110,98,88,73,free
111,98,87,73,free
100,87,75,60,free
87,75,65,50,free
143,126,110,85,free
113,101,89,73,free
120,107,94,78,free
114,102,91,76,free
108,96,85,71,free
101,88,80,68,free
101,87,76,67,free
104,91,79,67,free
104,93,82,70,free
101,88,77,66,free
91,80,72,58,free
94,85,72,57,free
103,92,79,62,free
101,90,78,63,free
98,87,74,58,free
92,83,71,57,free
97,87,78,62,free
92,81,73,60,free
96,83,71,58,free
93,84,71,60,free
108,98,84,71,free
115,101,89,73,free
121,107,91,76,free
122,111,93,77,free
120,108,93,76,free
108,98,83,70,free
107,96,83,70,free
115,102,85,69,free
115,102,86,69,free
108,94,81,67,free
114,102,89,75,free
123,111,97,80,free
127,114,99,82,free
121,107,91,72,free
95,84,71,56,free
115,103,89,72,free
128,114,100,82,free
126,111,97,81,free
119,105,88,75,free
113,102,87,73,free
116,105,92,79,free
127,113,100,84,free
131,118,107,88,free
128,113,104,86,free
111,98,86,74,free
94,82,68,57,free
100,91,78,65,free
108,95,84,70,free
102,90,81,68,free
105,96,84,68,free
102,92,79,67,free
103,90,78,64,free
98,88,75,64,free
114,101,88,76,free
117,104,91,75,free
116,103,88,74,free
115,102,87,74,free
120,106,91,74,free
108,97,84,68,free
106,95,82,67,free
101,89,78,64,free
107,97,82,67,free
109,97,87,72,free
117,107,94,79,free
132,117,101,83,free
134,120,103,82,free
122,110,97,75,free
106,93,86,67,free
89,75,67,51,free
81,69,59,46,free
96,83,73,56,free
90,78,64,56,free
113,101,84,72,free
131,116,99,82,free
130,116,100,82,free
124,109,93,77,free
118,105,90,75,free
122,111,96,80,free
134,119,105,88,free
144,125,109,93,free
146,129,110,95,free
135,119,103,88,free
107,94,82,67,free
84,75,66,52,free
97,87,76,63,free
119,105,93,78,free
119,106,91,77,free
116,103,87,74,free
115,102,87,72,free
107,96,82,64,free
99,90,75,60,free
112,102,86,71,free
120,108,95,77,free
116,103,91,75,free
114,100,87,73,free
112,100,85,69,free
107,97,85,69,free
111,99,87,72,free
107,96,86,71,free
115,103,89,77,free
120,107,91,77,free
119,109,93,77,free
128,116,102,82,free
128,116,101,81,free
126,112,97,79,free
121,107,94,77,free
114,98,86,69,free
66,54,44,36,free
102,88,74,59,free
82,70,61,47,free
90,75,65,51,free
89,80,68,57,free
115,103,88,74,free
132,117,99,81,free
129,117,99,80,free
122,108,94,76,free
117,102,88,73,free
119,107,88,75,free
134,120,99,83,free
139,126,109,88,free
141,128,112,90,free
139,125,111,90,free
126,112,100,80,free
101,90,78,63,free
100,90,75,62,free
119,108,92,75,free
127,111,97,80,free
123,110,95,80,free
118,107,94,76,free
112,99,87,70,free
96,83,72,59,free
102,91,78,67,free
121,107,92,78,free
123,110,94,79,free
117,106,92,75,free
109,98,87,72,free
113,102,91,76,free
121,108,96,79,free
121,107,94,81,free
127,115,101,86,free
130,116,105,88,free
130,117,104,89,free
134,122,109,91,free
133,119,105,87,free
133,117,101,83,free
126,113,96,77,free
103,91,79,62,free
110,100,88,70,free
74,64,56,44,free
88,75,67,51,free
96,83,72,59,free
103,90,79,62,free
102,90,78,60,free
94,82,73,55,free
94,86,74,58,free
121,110,96,79,free
134,120,105,88,free
132,117,103,85,free
121,108,94,75,free
122,108,92,73,free
126,111,95,75,free
126,112,92,76,free
133,118,98,82,free
130,113,96,79,free
112,97,83,65,free
99,87,75,58,free
108,99,84,69,free
123,107,94,77,free
