band5,band6,band7,band8,class
255,255,255,228,cloud
255,255,255,228,cloud
255,255,255,229,cloud
255,255,255,226,cloud
255,255,255,222,cloud
255,255,254,218,cloud
255,255,251,210,cloud
255,255,240,200,cloud
253,237,218,187,cloud
236,208,194,174,cloud
202,178,161,145,cloud
165,151,134,117,cloud
141,130,110,92,cloud
119,108,92,75,cloud
111,97,83,67,cloud
104,92,77,64,cloud
108,99,83,65,cloud
126,116,96,75,cloud
147,131,105,80,cloud
95,82,67,52,cloud
86,82,75,70,cloud
118,111,108,102,cloud
155,142,135,125,cloud
183,169,154,140,cloud
211,197,178,153,cloud
251,214,187,155,cloud
255,213,187,155,cloud
254,219,193,165,cloud
255,234,206,177,cloud
255,253,220,189,cloud
255,255,229,193,cloud
255,254,221,185,cloud
255,235,205,171,cloud
255,222,193,161,cloud
255,219,190,159,cloud
255,225,197,166,cloud
255,237,208,177,cloud
255,240,212,179,cloud
255,231,205,172,cloud
255,223,198,167,cloud
252,217,194,165,cloud
246,217,193,165,cloud
255,227,200,171,cloud
255,232,206,176,cloud
255,228,201,168,cloud
255,218,193,163,cloud
255,219,198,171,cloud
255,240,215,181,cloud
255,246,218,186,cloud
255,248,218,188,cloud
255,255,226,191,cloud
255,255,233,196,cloud
255,255,241,202,cloud
255,255,244,206,cloud
255,255,250,213,cloud
255,255,254,221,cloud
255,255,255,226,cloud
255,255,255,224,cloud
255,255,255,221,cloud
255,255,255,220,cloud
255,255,255,212,cloud
255,252,225,185,cloud
255,230,203,167,cloud
255,221,192,156,cloud
255,217,187,155,cloud
255,229,202,168,cloud
255,243,210,175,cloud
255,255,218,183,cloud
255,255,227,188,cloud
255,255,230,193,cloud
255,255,232,198,cloud
255,255,235,201,cloud
255,255,247,209,cloud
255,255,255,214,cloud
255,255,255,220,cloud
255,255,255,226,cloud
255,255,255,228,cloud
255,255,255,231,cloud
255,255,255,233,cloud
255,255,255,227,cloud
255,255,254,218,cloud
255,255,243,203,cloud
255,255,232,196,cloud
255,255,240,202,cloud
255,255,247,206,cloud
255,255,248,208,cloud
255,255,255,211,cloud
255,255,255,214,cloud
255,255,255,218,cloud
255,255,255,226,cloud
255,255,255,230,cloud
255,255,255,235,cloud
255,255,255,237,cloud
255,255,255,237,cloud
255,255,255,236,cloud
255,255,255,231,cloud
255,255,255,225,cloud
255,255,255,223,cloud
255,255,255,218,cloud
254,255,245,206,cloud
255,255,225,189,cloud
255,247,216,180,cloud
239,221,198,165,cloud
203,190,175,145,cloud
164,148,141,117,cloud
132,117,105,91,cloud
118,103,87,78,cloud
116,100,83,73,cloud
110,94,76,65,cloud
105,89,67,53,cloud
105,92,63,48,cloud
122,109,94,73,cloud
111,97,87,73,cloud
115,108,104,96,cloud
162,150,141,125,cloud
192,176,158,139,cloud
215,196,174,145,cloud
229,209,182,149,cloud
255,214,183,150,cloud
255,210,182,151,cloud
255,217,187,160,cloud
255,233,204,176,cloud
255,253,226,193,cloud
255,255,233,194,cloud
255,255,224,186,cloud
255,242,212,176,cloud
255,224,199,165,cloud
255,216,187,159,cloud
255,222,194,165,cloud
255,238,210,176,cloud
255,242,213,179,cloud
255,233,208,174,cloud
255,227,203,170,cloud
255,222,199,169,cloud
255,223,200,173,cloud
255,229,204,176,cloud
255,237,212,179,cloud
255,229,202,166,cloud
255,217,191,159,cloud
255,228,201,169,cloud
254,243,213,177,cloud
255,252,221,187,cloud
255,255,225,191,cloud
255,255,227,192,cloud
255,255,230,195,cloud
255,255,235,199,cloud
255,255,242,203,cloud
255,255,250,212,cloud
255,255,255,224,cloud
255,255,255,228,cloud
255,255,255,225,cloud
255,255,255,221,cloud
255,255,255,222,cloud
255,255,252,214,cloud
255,255,226,190,cloud
255,234,201,166,cloud
255,213,182,152,cloud
232,208,178,150,cloud
255,221,190,159,cloud
255,231,201,168,cloud
255,247,215,178,cloud
255,251,219,183,cloud
255,255,223,189,cloud
255,255,228,192,cloud
255,255,231,195,cloud
255,255,235,198,cloud
255,255,246,208,cloud
255,255,255,220,cloud
255,255,255,221,cloud
255,255,255,225,cloud
255,255,255,235,cloud
255,255,255,240,cloud
255,255,255,235,cloud
255,255,255,227,cloud
255,255,248,210,cloud
255,255,231,197,cloud
255,255,234,201,cloud
255,255,244,205,cloud
255,255,247,206,cloud
255,255,254,212,cloud
255,255,255,216,cloud
255,255,255,219,cloud
255,255,255,224,cloud
255,255,255,230,cloud
255,255,255,233,cloud
255,255,255,235,cloud
255,255,255,239,cloud
255,255,255,240,cloud
255,255,255,233,cloud
255,255,255,225,cloud
255,255,255,224,cloud
255,255,255,225,cloud
255,255,251,214,cloud
255,255,236,196,cloud
255,255,228,192,cloud
252,240,223,187,cloud
246,219,206,175,cloud
208,183,170,147,cloud
163,145,125,111,cloud
137,120,102,89,cloud
126,113,95,78,cloud
112,100,84,65,cloud
93,83,67,51,cloud
82,74,60,45,cloud
115,102,85,68,cloud
133,116,94,72,cloud
133,118,101,84,cloud
154,141,126,113,cloud
202,181,159,135,cloud
217,194,169,141,cloud
224,199,171,140,cloud
226,200,168,138,cloud
238,205,173,143,cloud
245,208,179,148,cloud
255,215,188,159,cloud
255,234,207,177,cloud
255,255,227,191,cloud
255,255,231,194,cloud
255,255,225,190,cloud
255,251,218,186,cloud
255,235,207,175,cloud
255,222,191,161,cloud
255,217,185,158,cloud
255,232,200,170,cloud
255,240,209,178,cloud
255,235,210,177,cloud
255,231,204,172,cloud
255,223,197,169,cloud
255,231,206,177,cloud
255,236,211,180,cloud
255,242,219,183,cloud
255,229,203,166,cloud
239,208,180,152,cloud
249,220,192,162,cloud
255,234,206,172,cloud
255,250,218,185,cloud
255,255,226,191,cloud
255,255,228,195,cloud
255,255,231,199,cloud
255,255,234,201,cloud
255,255,238,203,cloud
255,255,249,214,cloud
255,255,255,227,cloud
255,255,255,228,cloud
255,255,255,223,cloud
255,255,255,222,cloud
255,255,255,224,cloud
255,255,255,221,cloud
255,254,240,202,cloud
255,236,209,174,cloud
254,211,187,156,cloud
238,207,182,153,cloud
246,211,183,153,cloud
250,218,192,158,cloud
255,233,206,170,cloud
255,241,209,177,cloud
255,255,215,181,cloud
255,255,221,185,cloud
255,255,225,189,cloud
255,255,230,194,cloud
255,255,240,205,cloud
255,255,250,213,cloud
255,255,255,220,cloud
255,255,255,232,cloud
255,255,255,241,cloud
255,255,255,243,cloud
255,255,255,233,cloud
255,255,255,229,cloud
255,255,255,221,cloud
255,255,245,208,cloud
255,255,239,207,cloud
255,255,246,208,cloud
255,255,247,207,cloud
255,255,253,213,cloud
255,255,255,217,cloud
255,255,255,218,cloud
255,255,255,218,cloud
255,255,255,221,cloud
255,255,255,226,cloud
255,255,255,229,cloud
255,255,255,234,cloud
255,255,255,237,cloud
255,255,255,235,cloud
255,255,255,227,cloud
255,255,255,225,cloud
255,255,255,228,cloud
255,255,255,224,cloud
255,255,248,211,cloud
255,255,239,206,cloud
255,253,236,205,cloud
255,247,222,195,cloud
240,228,196,170,cloud
197,181,160,135,cloud
155,144,129,106,cloud
134,122,109,91,cloud
123,107,97,82,cloud
104,90,79,68,cloud
95,81,67,56,cloud
112,98,79,60,cloud
119,102,78,61,cloud
130,115,94,84,cloud
170,156,137,120,cloud
209,190,169,140,cloud
217,195,171,139,cloud
213,189,160,131,cloud
210,187,159,130,cloud
214,195,167,140,cloud
232,204,176,146,cloud
255,212,185,156,cloud
255,235,204,175,cloud
255,255,219,186,cloud
255,255,224,188,cloud
255,255,226,191,cloud
255,255,225,190,cloud
255,248,218,184,cloud
255,233,204,174,cloud
255,211,188,161,cloud
255,219,192,162,cloud
255,237,208,173,cloud
255,238,213,179,cloud
255,235,206,174,cloud
255,224,199,171,cloud
255,240,215,184,cloud
255,242,220,189,cloud
255,252,223,188,cloud
255,233,207,171,cloud
229,205,179,152,cloud
245,210,182,155,cloud
255,222,193,167,cloud
255,250,213,185,cloud
255,255,226,195,cloud
255,255,232,200,cloud
255,255,239,208,cloud
255,255,243,211,cloud
255,255,246,213,cloud
255,255,253,222,cloud
255,255,255,229,cloud
255,255,255,227,cloud
255,255,255,223,cloud
255,255,255,222,cloud
255,255,255,224,cloud
255,255,255,224,cloud
255,255,255,216,cloud
255,247,227,194,cloud
255,225,195,173,cloud
252,212,186,161,cloud
229,208,182,153,cloud
240,212,184,154,cloud
255,226,195,163,cloud
255,235,203,170,cloud
255,243,209,175,cloud
255,250,216,181,cloud
255,255,221,186,cloud
255,255,228,193,cloud
255,255,239,203,cloud
255,255,246,209,cloud
255,255,255,221,cloud
255,255,255,234,cloud
255,255,255,242,cloud
255,255,255,240,cloud
255,255,255,232,cloud
255,255,255,231,cloud
255,255,255,228,cloud
255,255,254,217,cloud
255,255,247,209,cloud
255,255,248,208,cloud
255,255,248,210,cloud
255,255,252,212,cloud
255,255,255,216,cloud
255,255,255,214,cloud
255,255,253,213,cloud
255,255,255,216,cloud
255,255,255,220,cloud
255,255,255,222,cloud
255,255,255,229,cloud
255,255,255,232,cloud
255,255,255,235,cloud
255,255,255,233,cloud
255,255,255,229,cloud
255,255,255,230,cloud
255,255,255,230,cloud
255,255,255,225,cloud
255,255,254,221,cloud
255,255,253,216,cloud
255,255,246,207,cloud
255,255,227,191,cloud
238,213,200,168,cloud
188,169,159,137,cloud
155,138,127,116,cloud
149,131,117,105,cloud
130,114,96,83,cloud
109,95,78,62,cloud
107,91,74,59,cloud
103,88,70,66,cloud
121,110,97,93,cloud
173,160,142,127,cloud
215,194,171,142,cloud
225,200,173,143,cloud
207,183,157,134,cloud
200,178,153,133,cloud
212,188,160,138,cloud
222,199,171,144,cloud
246,207,179,149,cloud
255,228,193,159,cloud
255,248,210,170,cloud
255,249,215,177,cloud
255,251,221,184,cloud
255,255,225,189,cloud
255,255,225,192,cloud
255,250,223,189,cloud
255,227,206,175,cloud
251,213,190,162,cloud
248,226,198,167,cloud
255,237,211,177,cloud
255,237,210,177,cloud
255,230,207,178,cloud
255,246,222,190,cloud
255,254,228,196,cloud
255,255,226,192,cloud
255,242,210,175,cloud
255,214,184,157,cloud
233,210,183,158,cloud
254,220,195,171,cloud
255,247,217,190,cloud
255,255,231,200,cloud
255,255,236,204,cloud
255,255,252,215,cloud
255,255,255,222,cloud
255,255,255,223,cloud
255,255,255,228,cloud
255,255,255,230,cloud
255,255,255,228,cloud
255,255,255,227,cloud
255,255,255,229,cloud
255,255,255,229,cloud
255,255,255,228,cloud
255,255,255,224,cloud
255,255,247,213,cloud
255,245,223,192,cloud
255,234,206,175,cloud
251,217,189,156,cloud
251,211,184,157,cloud
255,219,192,162,cloud
255,229,202,168,cloud
255,234,206,172,cloud
255,244,211,178,cloud
255,255,218,184,cloud
255,255,227,193,cloud
255,255,239,201,cloud
255,255,247,205,cloud
255,255,255,215,cloud
255,255,255,226,cloud
255,255,255,233,cloud
255,255,255,234,cloud
255,255,255,230,cloud
255,255,255,230,cloud
255,255,255,227,cloud
255,255,255,219,cloud
255,255,252,212,cloud
255,255,249,209,cloud
255,255,248,208,cloud
255,255,248,209,cloud
255,255,255,214,cloud
255,255,255,211,cloud
255,255,250,210,cloud
255,255,251,211,cloud
255,255,253,214,cloud
255,255,255,221,cloud
255,255,255,228,cloud
255,255,255,228,cloud
255,255,255,228,cloud
255,255,255,234,cloud
255,255,255,235,cloud
255,255,255,233,cloud
255,255,255,232,cloud
255,255,255,233,cloud
255,255,255,227,cloud
255,255,255,224,cloud
255,255,255,217,cloud
255,255,245,207,cloud
255,241,223,191,cloud
228,203,187,166,cloud
190,171,154,139,cloud
175,160,140,119,cloud
149,136,117,96,cloud
118,107,97,84,cloud
113,100,85,75,cloud
117,106,95,87,cloud
142,133,122,111,cloud
184,170,153,134,cloud
217,194,172,148,cloud
227,205,178,154,cloud
221,193,170,148,cloud
212,190,169,148,cloud
212,192,172,151,cloud
221,200,179,153,cloud
232,204,178,150,cloud
238,205,174,145,cloud
244,219,187,157,cloud
254,227,200,166,cloud
255,235,209,175,cloud
255,252,214,180,cloud
255,255,219,184,cloud
255,255,224,189,cloud
255,252,220,185,cloud
243,225,199,167,cloud
240,216,189,160,cloud
255,227,197,165,cloud
255,233,206,173,cloud
255,241,214,183,cloud
255,255,227,193,cloud
255,255,234,198,cloud
255,255,233,197,cloud
255,250,219,183,cloud
255,218,196,165,cloud
245,216,193,164,cloud
255,231,206,176,cloud
255,249,222,190,cloud
255,255,241,204,cloud
255,255,249,213,cloud
255,255,255,220,cloud
255,255,255,224,cloud
255,255,255,223,cloud
255,255,255,225,cloud
255,255,255,227,cloud
255,255,255,226,cloud
255,255,255,230,cloud
255,255,255,235,cloud
255,255,255,235,cloud
255,255,255,231,cloud
255,255,255,224,cloud
255,255,255,219,cloud
255,255,246,203,cloud
255,255,226,185,cloud
255,225,196,162,cloud
255,216,193,162,cloud
255,226,199,166,cloud
255,232,204,171,cloud
255,237,207,174,cloud
255,239,211,178,cloud
255,252,217,183,cloud
255,255,226,188,cloud
255,255,234,193,cloud
255,255,239,198,cloud
255,255,244,204,cloud
255,255,251,213,cloud
255,255,255,219,cloud
255,255,255,223,cloud
255,255,255,226,cloud
255,255,255,226,cloud
255,255,255,226,cloud
255,255,255,219,cloud
255,255,255,212,cloud
255,255,248,207,cloud
255,255,243,202,cloud
255,255,245,205,cloud
255,255,254,210,cloud
255,255,251,208,cloud
255,255,246,207,cloud
255,255,246,208,cloud
255,255,248,214,cloud
255,255,255,224,cloud
255,255,255,227,cloud
255,255,255,223,cloud
255,255,255,219,cloud
255,255,255,224,cloud
255,255,255,231,cloud
255,255,255,235,cloud
255,255,255,234,cloud
255,255,255,232,cloud
255,255,255,230,cloud
255,255,255,226,cloud
255,255,255,220,cloud
254,255,250,211,cloud
255,255,232,197,cloud
252,236,209,174,cloud
219,203,182,150,cloud
187,176,156,127,cloud
160,146,135,115,cloud
150,136,133,122,cloud
85,75,67,119,cloud
108,94,79,126,cloud
127,112,92,130,cloud
136,124,103,133,cloud
125,117,103,131,cloud
120,109,102,129,cloud
118,103,95,125,cloud
103,89,75,117,cloud
82,67,51,99,cloud
62,50,34,79,cloud
66,55,39,77,cloud
72,60,44,79,cloud
62,51,38,71,cloud
56,45,34,65,cloud
130,118,102,86,cloud
150,137,127,107,cloud
180,163,146,126,cloud
203,185,163,141,cloud
224,202,177,152,cloud
236,213,186,158,cloud
255,215,190,160,cloud
248,211,188,161,cloud
37,24,13,23,free
37,24,13,23,free
38,24,13,21,free
37,24,12,23,free
39,24,13,20,free
38,25,13,25,free
38,24,13,21,free
37,24,13,22,free
37,24,13,23,free
39,24,12,23,free
37,24,12,24,free
50,36,22,36,free
37,24,13,21,free
37,24,13,20,free
37,24,13,20,free
39,24,12,20,free
38,24,12,24,free
38,24,13,23,free
39,25,14,22,free
37,24,13,21,free
37,24,12,19,free
37,23,13,18,free
38,24,12,21,free
38,24,12,23,free
38,24,13,21,free
38,23,12,23,free
37,24,12,24,free
36,24,12,24,free
37,24,12,24,free
37,24,13,24,free
36,24,13,23,free
37,24,12,23,free
38,23,13,20,free
38,23,12,19,free
37,24,13,21,free
38,24,13,23,free
38,24,13,24,free
38,24,11,24,free
37,24,12,24,free
37,24,13,24,free
38,24,13,24,free
37,24,13,23,free
37,25,11,25,free
37,24,13,24,free
38,26,13,26,free
38,25,13,24,free
37,24,13,24,free
36,24,12,24,free
37,24,12,23,free
38,24,12,23,free
38,24,12,24,free
36,24,12,24,free
37,23,12,23,free
37,23,12,23,free
37,24,11,24,free
38,25,13,25,free
38,25,14,23,free
39,24,12,23,free
37,24,12,24,free
38,23,13,23,free
37,24,12,23,free
36,24,12,22,free
37,23,12,21,free
37,23,13,23,free
37,23,13,22,free
36,23,13,23,free
35,24,12,23,free
36,24,12,23,free
38,24,12,22,free
38,24,12,24,free
38,25,13,25,free
39,25,14,23,free
38,24,13,24,free
38,24,12,23,free
37,24,12,24,free
37,24,13,24,free
36,24,13,23,free
36,23,13,23,free
37,23,12,22,free
36,23,12,22,free
37,23,13,22,free
37,24,13,22,free
37,24,12,23,free
38,24,13,24,free
38,25,13,25,free
38,24,13,23,free
37,24,13,24,free
38,22,11,22,free
37,23,12,23,free
37,23,13,23,free
38,24,12,23,free
37,24,11,23,free
37,24,13,24,free
37,24,12,23,free
37,24,13,22,free
37,23,13,22,free
38,23,12,23,free
38,23,11,23,free
37,23,12,23,free
37,24,12,24,free
36,23,12,23,free
37,24,12,24,free
37,24,13,24,free
38,23,13,23,free
37,24,12,22,free
37,23,12,22,free
37,23,13,23,free
38,24,12,23,free
36,24,12,23,free
37,24,13,23,free
37,24,12,22,free
38,23,13,23,free
36,24,12,22,free
37,23,13,23,free
37,24,13,24,free
38,23,12,23,free
37,23,12,23,free
36,24,13,23,free
38,24,12,23,free
37,24,12,24,free
38,25,14,25,free
38,24,12,24,free
38,24,12,23,free
37,24,12,22,free
37,24,13,22,free
37,24,13,23,free
37,23,13,23,free
36,23,13,22,free
37,24,13,24,free
38,25,12,25,free
38,25,14,25,free
39,25,13,25,free
37,24,13,24,free
37,24,12,23,free
38,24,12,23,free
37,24,12,22,free
37,24,12,23,free
37,24,12,23,free
37,23,12,23,free
38,25,13,25,free
40,27,15,26,free
40,26,14,26,free
38,24,12,24,free
38,24,11,23,free
37,24,11,24,free
38,24,13,24,free
38,25,13,25,free
39,25,13,25,free
40,26,14,26,free
38,24,12,24,free
37,24,13,24,free
37,25,14,25,free
78,63,44,62,free
58,42,20,41,free
97,82,65,82,free
97,79,58,76,free
118,99,79,90,free
90,72,52,72,free
95,79,58,76,free
124,107,82,93,free
119,100,76,94,free
115,100,84,100,free
133,114,96,109,free
85,71,53,71,free
110,94,74,88,free
123,106,89,101,free
136,120,105,114,free
65,52,35,49,free
87,73,53,69,free
111,95,74,89,free
134,117,96,106,free
119,101,72,91,free
138,120,92,102,free
97,82,62,77,free
108,93,74,86,free
103,84,59,83,free
83,69,47,69,free
39,26,14,25,free
41,27,15,21,free
38,25,13,25,free
39,25,13,23,free
39,26,15,18,free
39,25,14,21,free
38,24,13,21,free
38,24,14,20,free
38,25,12,25,free
37,24,12,24,free
38,24,13,24,free
38,24,13,21,free
39,24,14,18,free
39,25,13,25,free
37,25,13,23,free
38,25,14,17,free
39,25,15,25,free
41,27,17,24,free
39,25,16,22,free
37,25,14,20,free
38,24,13,23,free
38,23,13,22,free
39,25,14,24,free
42,27,18,23,free
41,26,17,18,free
37,23,13,23,free
38,23,14,22,free
39,24,13,23,free
39,26,16,18,free
38,23,12,23,free
38,24,13,23,free
37,25,15,20,free
38,24,14,17,free
39,25,15,22,free
38,25,15,23,free
38,24,13,24,free
38,24,14,24,free
38,25,13,21,free
38,25,13,18,free
40,25,14,25,free
40,27,16,22,free
39,26,16,22,free
40,24,14,22,free
40,25,15,20,free
39,26,15,25,free
40,26,16,22,free
40,26,16,24,free
40,25,17,22,free
39,25,13,24,free
38,25,13,25,free
45,35,22,35,free
48,35,21,31,free
68,50,32,48,free
49,34,18,32,free
59,43,25,41,free
51,35,19,33,free
59,45,27,45,free
48,39,28,33,free
39,25,12,25,free
37,24,12,24,free
43,36,23,32,free
37,24,12,24,free
37,26,14,26,free
39,25,13,22,free
39,25,13,23,free
41,30,19,21,free
38,25,14,22,free
42,29,18,21,free
38,25,13,23,free
41,29,18,23,free
38,25,13,22,free
38,25,13,25,free
36,24,12,23,free
36,24,13,24,free
41,30,19,24,free
131,117,102,113,free
138,119,104,116,free
37,24,13,19,free
37,25,13,24,free
36,24,13,24,free
36,25,12,25,free
36,24,12,23,free
36,24,13,24,free
37,24,12,24,free
43,31,22,29,free
124,103,81,100,free
148,129,104,117,free
150,128,105,115,free
120,99,78,97,free
37,24,13,22,free
37,24,12,24,free
37,24,12,24,free
37,24,11,24,free
37,23,13,23,free
39,30,18,30,free
43,33,21,33,free
91,77,51,71,free
122,108,80,93,free
140,123,98,106,free
137,119,97,106,free
114,98,80,97,free
37,25,12,21,free
37,24,13,24,free
36,24,13,23,free
37,24,12,24,free
36,23,12,23,free
37,25,13,25,free
37,23,13,23,free
37,24,12,24,free
56,46,29,46,free
37,25,13,20,free
37,24,13,24,free
37,24,13,24,free
37,24,12,23,free
37,24,12,24,free
43,31,22,21,free
134,119,102,119,free
41,26,15,18,free
38,25,14,20,free
37,25,13,25,free
37,25,13,23,free
38,25,14,24,free
37,24,12,24,free
37,24,12,24,free
37,24,12,24,free
42,31,19,25,free
78,67,46,67,free
107,93,71,90,free
133,118,98,109,free
148,132,113,122,free
146,126,107,117,free
43,29,18,24,free
40,26,16,20,free
38,25,13,24,free
37,25,14,24,free
38,25,14,23,free
40,26,15,26,free
37,25,13,23,free
37,24,13,24,free
41,29,16,29,free
138,117,93,109,free
149,129,102,116,free
147,124,102,114,free
127,107,89,105,free
47,34,22,31,free
43,30,20,27,free
39,27,16,26,free
40,27,16,26,free
40,29,17,29,free
92,75,48,67,free
106,90,61,78,free
117,104,77,91,free
130,111,87,98,free
123,104,83,98,free
118,97,76,96,free
48,35,25,35,free
40,30,17,24,free
56,44,22,43,free
103,85,67,85,free
102,82,59,76,free
82,68,51,67,free
61,49,33,48,free
60,46,28,45,free
46,32,14,32,free
36,23,12,23,free
39,24,13,24,free
36,23,12,23,free
36,23,12,23,free
37,23,12,23,free
37,22,12,22,free
36,23,12,23,free
36,24,12,23,free
38,25,12,25,free
38,24,12,24,free
37,25,11,24,free
38,23,12,23,free
37,23,12,23,free
37,24,12,24,free
37,23,11,23,free
37,24,12,24,free
37,24,12,24,free
37,23,12,23,free
36,23,12,23,free
37,24,12,23,free
36,23,11,23,free
36,24,12,24,free
37,23,12,23,free
36,23,12,23,free
37,22,12,22,free
36,22,12,22,free
36,24,11,24,free
36,23,12,23,free
38,24,12,24,free
36,24,13,23,free
37,23,12,23,free
36,23,12,23,free
37,23,12,23,free
37,24,12,24,free
37,25,12,25,free
38,23,13,23,free
37,23,12,23,free
37,24,12,24,free
38,23,12,23,free
37,24,12,24,free
37,23,12,23,free
37,22,13,22,free
36,24,12,24,free
38,25,12,25,free
36,24,12,24,free
37,23,13,23,free
37,23,12,23,free
37,22,13,22,free
38,25,13,23,free
38,25,13,24,free
38,25,12,24,free
38,24,12,24,free
37,24,13,24,free
36,23,12,23,free
36,24,12,24,free
38,24,13,24,free
38,25,13,25,free
38,25,13,25,free
38,24,12,24,free
38,24,13,24,free
36,24,12,24,free
37,23,12,23,free
38,24,12,24,free
38,24,12,24,free
37,24,13,23,free
37,24,13,23,free
38,24,12,24,free
37,25,13,25,free
38,25,13,25,free
38,26,13,26,free
40,28,15,28,free
41,30,17,29,free
37,25,12,25,free
36,24,13,24,free
38,24,12,24,free
38,25,13,24,free
37,23,13,22,free
37,24,12,24,free
37,24,12,24,free
36,24,12,24,free
37,24,12,22,free
37,24,13,23,free
38,24,12,23,free
37,24,12,23,free
37,23,12,22,free
37,24,12,24,free
36,23,11,23,free
36,24,12,23,free
36,22,12,22,free
37,23,12,23,free
37,24,12,24,free
38,24,12,24,free
36,23,12,23,free
36,23,12,22,free
38,23,12,23,free
37,24,12,22,free
37,24,12,24,free
37,23,12,23,free
36,23,12,23,free
37,24,12,24,free
37,24,12,24,free
39,26,13,24,free
164,147,133,142,free
36,25,11,24,free
37,25,13,25,free
36,24,11,24,free
36,24,12,24,free
36,23,13,23,free
36,23,12,23,free
111,97,80,96,free
35,23,11,23,free
36,23,11,23,free
108,96,77,92,free
148,134,116,119,free
38,24,12,24,free
34,23,11,23,free
145,125,99,110,free
39,24,12,24,free
34,24,12,22,free
37,23,13,23,free
37,24,12,24,free
94,78,54,74,free
125,109,83,92,free
160,141,116,112,free
36,23,12,23,free
36,23,12,23,free
35,23,12,23,free
37,23,12,22,free
79,65,46,62,free
102,89,69,75,free
130,112,90,92,free
159,135,107,108,free
35,23,12,23,free
36,23,12,23,free
35,23,11,23,free
37,24,12,24,free
89,69,49,67,free
115,91,67,83,free
134,110,82,92,free
149,130,99,103,free
35,22,11,22,free
36,22,12,22,free
36,23,12,23,free
35,23,11,23,free
65,50,30,49,free
96,82,56,73,free
117,99,73,79,free
123,106,79,81,free
134,118,93,96,free
36,24,12,24,free
34,22,11,21,free
35,22,12,21,free
36,23,12,22,free
35,23,12,23,free
36,24,11,24,free
45,35,22,32,free
55,38,23,32,free
47,32,16,28,free
72,60,41,57,free
94,77,57,66,free
97,74,52,66,free
131,110,81,101,free
35,22,12,22,free
36,22,12,22,free
36,23,12,23,free
34,23,12,23,free
36,23,12,23,free
37,22,11,22,free
39,26,11,24,free
43,27,13,25,free
39,25,14,25,free
65,49,33,47,free
67,47,28,46,free
99,88,64,80,free
36,23,11,23,free
35,23,11,23,free
35,23,12,23,free
36,23,12,23,free
35,22,12,22,free
35,23,12,23,free
37,23,12,23,free
36,23,11,23,free
36,23,12,23,free
35,23,12,23,free
37,24,12,23,free
49,34,17,31,free
47,35,18,32,free
49,38,23,36,free
69,58,39,51,free
37,24,11,24,free
36,22,12,22,free
36,23,12,23,free
35,23,12,23,free
35,22,12,22,free
36,23,11,22,free
36,23,12,22,free
37,23,12,22,free
35,22,12,22,free
36,23,11,23,free
36,23,11,23,free
37,23,12,23,free
38,23,13,23,free
38,24,12,24,free
38,25,12,24,free
39,26,14,26,free
37,22,11,22,free
36,23,12,23,free
36,22,11,22,free
35,22,12,22,free
35,22,12,21,free
35,22,12,22,free
36,22,12,22,free
35,23,11,23,free
35,22,12,22,free
35,22,12,21,free
35,22,12,22,free
35,22,12,21,free
36,22,12,22,free
37,23,13,22,free
38,24,13,24,free
37,23,12,23,free
36,24,12,24,free
35,23,12,23,free
35,22,12,22,free
36,22,12,22,free
36,22,12,22,free
34,22,12,22,free
35,21,12,21,free
36,23,11,22,free
34,23,12,22,free
36,22,12,21,free
35,22,12,21,free
35,23,12,21,free
36,22,12,22,free
36,23,13,23,free
38,25,14,25,free
38,25,13,25,free
36,23,13,23,free
36,23,11,23,free
37,23,12,23,free
35,23,12,21,free
36,22,11,22,free
36,22,12,21,free
35,22,12,22,free
36,22,11,22,free
35,22,11,22,free
35,22,11,22,free
35,22,11,22,free
35,22,11,22,free
37,22,12,21,free
36,23,12,21,free
36,23,12,22,free
36,23,12,22,free
36,23,12,22,free
36,24,13,24,free
39,26,14,26,free
37,23,12,23,free
37,23,12,23,free
36,23,12,23,free
35,22,12,22,free
36,22,12,21,free
36,22,12,22,free
36,23,12,23,free
36,22,11,22,free
35,22,10,21,free
36,22,11,21,free
36,22,11,22,free
36,23,12,21,free
35,22,11,21,free
35,22,10,22,free
35,23,11,22,free
36,23,11,22,free
37,22,12,21,free
35,22,12,21,free
36,22,12,22,free
37,23,12,22,free
36,23,12,23,free
42,29,17,28,free
36,23,12,23,free
37,23,11,22,free
37,22,12,22,free
36,22,12,21,free
36,22,12,22,free
35,22,12,22,free
36,23,12,22,free
35,23,12,23,free
35,22,11,21,free
36,22,11,21,free
36,23,11,22,free
36,22,12,21,free
36,22,12,20,free
35,22,12,21,free
36,23,12,23,free
35,22,11,22,free
36,22,12,21,free
35,22,11,21,free
36,23,11,22,free
37,23,11,23,free
37,22,12,22,free
40,26,14,26,free
42,28,16,26,free
37,22,12,22,free
36,23,12,23,free
36,23,11,23,free
38,23,11,22,free
37,22,12,22,free
37,23,12,22,free
35,22,11,22,free
36,22,11,22,free
35,22,11,21,free
37,22,12,21,free
35,23,12,22,free
36,21,11,21,free
36,22,11,21,free
35,23,12,22,free
36,23,12,23,free
36,22,11,22,free
36,22,12,21,free
36,23,12,21,free
36,23,11,23,free
35,23,12,23,free
36,22,12,21,free
37,22,13,22,free
38,24,13,23,free
38,24,13,24,free
40,27,15,27,free
103,89,71,82,free
97,81,62,76,free
37,23,12,23,free
37,23,12,23,free
37,23,11,22,free
36,22,11,22,free
36,22,12,22,free
36,23,12,22,free
35,22,11,22,free
