band5,band6,band7,band8,class
47,38,30,14,water
47,39,30,14,water
48,39,31,14,water
48,40,31,15,water
48,40,31,15,water
48,41,32,16,water
49,41,33,17,water
49,41,32,16,water
49,41,32,15,water
49,41,32,16,water
49,41,32,16,water
48,42,34,15,water
50,41,33,16,water
49,41,32,16,water
49,40,32,15,water
49,39,32,16,water
50,40,32,15,water
48,39,32,16,water
50,39,32,16,water
48,40,32,15,water
49,41,33,15,water
49,40,32,15,water
49,40,33,15,water
49,40,33,16,water
49,40,33,16,water
49,40,32,16,water
49,40,33,16,water
48,40,31,15,water
49,40,32,15,water
49,40,32,14,water
50,40,31,15,water
49,39,32,15,water
48,39,32,15,water
49,40,31,14,water
49,39,31,14,water
48,40,32,15,water
49,40,32,14,water
50,40,32,15,water
50,40,32,16,water
49,40,32,15,water
49,40,33,16,water
49,41,32,16,water
51,40,32,16,water
51,40,32,16,water
49,40,33,16,water
50,41,32,16,water
49,40,32,15,water
50,40,33,15,water
50,41,33,16,water
50,40,33,15,water
50,40,33,15,water
49,41,34,16,water
49,40,33,16,water
50,41,33,15,water
50,41,33,15,water
48,40,33,15,water
48,41,33,15,water
50,41,32,16,water
49,41,32,16,water
50,41,32,15,water
49,40,33,15,water
50,41,32,15,water
50,42,32,16,water
50,41,33,16,water
51,40,33,15,water
50,41,32,15,water
49,41,32,17,water
50,41,32,16,water
50,40,32,15,water
50,40,32,15,water
50,40,33,15,water
49,40,32,16,water
49,40,32,15,water
50,40,31,15,water
50,41,32,15,water
50,40,32,15,water
50,40,32,15,water
51,40,33,16,water
50,40,33,15,water
50,40,32,15,water
50,40,32,16,water
49,40,33,15,water
49,40,33,15,water
49,40,32,14,water
49,40,31,15,water
49,40,32,16,water
50,41,32,16,water
50,40,32,15,water
49,40,32,13,water
49,41,31,15,water
49,39,32,14,water
49,39,32,14,water
49,40,31,15,water
48,42,31,16,water
50,40,32,15,water
50,40,32,15,water
49,40,32,15,water
49,39,32,14,water
49,40,31,15,water
49,40,32,15,water
48,39,32,15,water
49,39,31,15,water
49,40,31,14,water
48,40,32,15,water
49,40,31,15,water
49,40,31,14,water
50,39,32,15,water
50,40,31,14,water
49,40,31,15,water
49,40,32,14,water
50,40,31,14,water
49,40,31,15,water
48,40,31,14,water
49,41,32,15,water
50,41,33,16,water
49,40,33,15,water
49,41,32,15,water
51,41,32,16,water
51,40,33,16,water
50,41,33,16,water
50,42,33,16,water
51,41,33,15,water
50,40,33,15,water
50,41,33,16,water
51,40,33,16,water
51,41,33,15,water
50,42,33,15,water
49,41,33,15,water
50,41,32,15,water
49,40,32,15,water
48,40,33,15,water
49,41,32,14,water
49,40,31,15,water
50,40,32,14,water
48,41,32,14,water
49,41,32,16,water
51,41,32,16,water
50,41,32,16,water
50,41,31,15,water
49,40,31,15,water
49,41,32,15,water
50,40,32,15,water
49,40,32,15,water
50,40,32,14,water
50,40,32,15,water
49,40,32,14,water
49,41,32,14,water
49,40,31,14,water
50,40,32,15,water
51,40,32,15,water
49,40,32,15,water
49,40,32,15,water
50,41,32,15,water
49,40,32,15,water
49,40,33,16,water
49,41,33,16,water
51,40,33,16,water
49,40,33,15,water
49,40,32,15,water
50,41,32,15,water
49,40,32,14,water
49,40,32,14,water
49,40,32,15,water
49,40,33,15,water
50,40,33,15,water
50,41,32,14,water
50,41,32,15,water
48,41,33,15,water
50,40,32,14,water
49,41,32,15,water
50,40,32,14,water
50,40,33,16,water
50,42,33,15,water
48,40,32,16,water
50,40,32,15,water
50,41,32,16,water
50,40,33,15,water
50,41,33,15,water
48,41,32,15,water
50,41,33,16,water
50,40,32,16,water
50,40,32,15,water
50,40,32,14,water
49,41,32,15,water
49,40,32,15,water
49,40,32,14,water
50,40,32,15,water
49,40,31,15,water
49,41,32,15,water
49,41,32,15,water
48,40,32,14,water
49,40,32,14,water
50,41,32,15,water
50,41,33,16,water
51,41,32,15,water
49,41,32,15,water
49,42,32,15,water
50,40,32,14,water
49,40,32,15,water
50,39,32,15,water
49,40,32,15,water
49,40,32,16,water
50,41,32,16,water
50,41,33,16,water
49,40,32,16,water
50,41,32,16,water
51,41,32,16,water
49,42,33,15,water
50,41,32,15,water
50,41,32,15,water
50,42,32,15,water
49,41,31,15,water
49,41,32,16,water
49,41,32,16,water
49,40,33,16,water
49,40,33,16,water
51,41,33,16,water
50,40,33,15,water
49,40,32,15,water
50,41,32,15,water
50,41,32,14,water
50,40,32,14,water
50,41,32,15,water
50,41,33,15,water
50,40,33,14,water
51,41,32,15,water
49,41,31,15,water
49,39,32,15,water
49,40,32,15,water
50,40,31,14,water
50,39,32,14,water
50,40,31,15,water
49,40,32,14,water
49,40,31,14,water
50,40,32,14,water
50,40,32,15,water
49,41,32,14,water
49,39,32,15,water
50,40,31,14,water
49,40,31,14,water
50,39,32,15,water
49,41,32,14,water
48,40,32,15,water
48,39,32,14,water
49,39,32,14,water
49,40,31,15,water
47,41,32,14,water
50,41,32,14,water
50,40,32,15,water
49,40,33,16,water
50,40,32,15,water
50,40,32,15,water
49,40,32,15,water
49,41,32,14,water
49,40,32,15,water
48,39,32,14,water
49,40,32,15,water
50,42,33,14,water
50,41,33,15,water
49,42,33,15,water
51,41,34,16,water
51,42,34,17,water
50,42,34,16,water
50,41,34,15,water
50,41,34,15,water
50,40,33,16,water
49,41,33,16,water
49,41,33,16,water
51,40,33,16,water
50,41,34,15,water
49,41,33,16,water
50,41,33,16,water
52,41,33,16,water
50,41,34,16,water
50,41,34,16,water
50,41,33,16,water
50,41,33,15,water
49,40,32,16,water
50,41,32,16,water
49,40,32,15,water
49,39,32,16,water
50,41,33,16,water
50,40,32,16,water
50,40,32,16,water
52,40,33,15,water
51,40,32,16,water
50,41,32,15,water
50,40,32,14,water
50,40,32,14,water
50,41,32,15,water
50,42,33,16,water
51,41,35,17,water
51,41,34,17,water
50,41,33,16,water
50,41,33,16,water
50,41,32,16,water
50,40,32,15,water
49,40,32,15,water
49,39,32,15,water
49,40,32,15,water
49,40,31,15,water
49,41,32,14,water
49,40,32,14,water
50,39,31,15,water
49,40,32,15,water
48,39,33,15,water
51,41,32,16,water
50,40,32,16,water
50,40,32,16,water
50,41,32,16,water
51,41,33,16,water
51,42,33,16,water
51,41,34,17,water
51,42,34,16,water
52,41,34,16,water
51,42,33,16,water
51,41,33,16,water
51,41,33,16,water
51,41,33,16,water
51,41,34,16,water
51,41,34,16,water
52,41,33,16,water
51,42,33,16,water
51,41,33,16,water
51,41,33,16,water
50,42,34,16,water
51,42,33,16,water
51,41,34,16,water
51,41,34,17,water
51,41,33,17,water
50,42,33,17,water
50,41,34,16,water
50,41,34,16,water
49,41,34,16,water
51,40,34,16,water
51,41,33,16,water
50,41,33,16,water
50,41,32,16,water
49,41,33,16,water
50,40,33,16,water
49,40,32,16,water
49,40,32,16,water
50,40,33,16,water
49,41,32,16,water
49,40,32,16,water
49,41,33,15,water
49,40,33,15,water
50,41,33,16,water
49,40,32,15,water
49,40,33,15,water
49,41,32,15,water
49,41,32,16,water
49,40,32,15,water
49,40,33,16,water
49,40,32,14,water
49,40,33,15,water
49,41,33,16,water
49,41,34,16,water
49,41,34,16,water
50,41,33,16,water
50,40,33,16,water
50,40,33,16,water
50,41,34,16,water
51,41,34,16,water
50,40,34,16,water
50,41,34,16,water
51,41,34,16,water
51,40,33,16,water
51,41,34,16,water
49,41,33,16,water
50,41,33,16,water
50,41,34,16,water
51,40,33,16,water
49,40,33,15,water
49,39,33,15,water
51,40,33,15,water
49,40,33,16,water
49,40,33,16,water
49,40,33,16,water
49,39,33,15,water
50,40,32,15,water
49,40,32,15,water
48,40,32,16,water
48,39,32,15,water
49,40,32,15,water
49,40,33,15,water
49,39,33,15,water
48,40,32,15,water
49,40,33,16,water
49,40,32,16,water
50,40,32,15,water
49,41,32,15,water
49,41,33,16,water
50,40,32,16,water
50,41,32,16,water
50,41,33,16,water
49,41,33,16,water
49,40,34,16,water
50,40,33,16,water
50,40,33,15,water
49,40,32,14,water
49,40,32,15,water
49,40,32,15,water
49,40,32,14,water
49,41,32,15,water
49,41,32,15,water
49,40,32,15,water
50,40,32,15,water
50,40,32,15,water
50,40,32,15,water
50,40,32,15,water
49,40,32,15,water
50,40,32,15,water
51,40,32,15,water
49,40,33,16,water
50,40,33,15,water
51,41,32,14,water
49,40,33,15,water
50,40,32,15,water
49,41,33,15,water
50,40,32,15,water
51,42,33,15,water
49,40,33,15,water
50,40,33,15,water
50,40,32,14,water
50,40,33,16,water
49,40,32,15,water
49,40,32,16,water
49,40,32,15,water
48,40,32,15,water
50,40,32,15,water
51,41,32,15,water
49,41,32,15,water
49,40,33,14,water
50,41,33,16,water
49,40,32,15,water
50,40,32,16,water
50,41,32,15,water
49,41,34,16,water
51,42,34,16,water
50,41,33,15,water
50,40,32,15,water
50,41,32,16,water
50,41,33,15,water
51,41,33,15,water
49,40,32,15,water
49,40,32,15,water
50,40,33,15,water
50,41,33,16,water
50,40,33,15,water
50,40,32,15,water
50,41,33,14,water
51,41,33,15,water
50,41,33,16,water
51,41,33,16,water
50,42,33,17,water
51,40,33,16,water
50,41,34,16,water
49,41,34,16,water
49,41,33,16,water
49,41,33,16,water
50,41,34,16,water
51,40,34,15,water
50,41,33,16,water
49,41,33,16,water
50,41,33,17,water
49,41,34,16,water
49,41,34,16,water
50,41,34,16,water
48,41,33,16,water
50,41,34,16,water
51,41,33,16,water
51,41,33,15,water
49,41,32,15,water
49,40,33,15,water
51,41,34,16,water
51,41,34,16,water
50,42,34,16,water
49,41,33,16,water
50,41,33,16,water
49,41,33,16,water
49,40,33,16,water
50,41,33,16,water
50,40,33,16,water
51,42,34,16,water
49,42,34,16,water
50,41,33,16,water
50,40,34,16,water
49,40,34,16,water
50,41,33,16,water
50,41,33,15,water
50,41,34,16,water
50,42,35,17,water
53,43,35,17,water
51,42,35,17,water
52,43,36,17,water
51,43,35,17,water
52,43,34,18,water
51,42,34,17,water
50,42,34,16,water
51,42,35,17,water
52,41,34,16,water
51,42,34,16,water
51,42,35,16,water
51,42,34,17,water
50,41,34,17,water
51,41,33,17,water
51,41,34,17,water
50,42,34,17,water
50,43,33,16,water
51,41,34,16,water
50,41,34,16,water
50,42,34,16,water
50,42,34,16,water
51,41,34,16,water
51,42,34,16,water
51,41,33,16,water
50,41,34,16,water
51,41,33,16,water
51,41,33,15,water
51,41,33,16,water
50,41,32,16,water
51,41,33,15,water
50,41,33,16,water
50,41,33,16,water
50,41,33,16,water
50,41,33,15,water
51,40,33,15,water
50,41,34,16,water
51,41,35,17,water
50,41,33,16,water
51,41,34,16,water
50,41,34,16,water
52,42,35,16,water
51,42,34,16,water
51,42,34,15,water
50,41,32,16,water
50,40,32,15,water
49,40,33,15,water
49,40,33,16,water
49,40,33,16,water
49,40,33,16,water
49,41,33,16,water
50,41,32,16,water
50,41,33,16,water
49,41,33,15,water
49,40,33,16,water
50,41,33,16,water
51,41,32,16,water
50,41,32,16,water
50,40,31,15,water
50,40,32,15,water
49,40,33,16,water
49,39,33,16,water
50,40,32,15,water
49,40,32,15,water
50,40,32,15,water
50,40,32,15,water
50,39,31,15,water
49,39,31,15,water
48,39,32,15,water
48,39,31,14,water
49,39,32,14,water
50,40,31,15,water
49,39,31,15,water
49,39,32,15,water
49,39,31,15,water
48,40,31,15,water
48,39,31,15,water
49,39,31,15,water
49,39,31,15,water
50,40,31,15,water
51,39,32,15,water
51,40,32,15,water
48,40,31,15,water
48,40,31,15,water
49,40,31,14,water
49,39,32,15,water
50,40,32,15,water
50,40,31,15,water
49,40,31,15,water
49,40,32,15,water
50,40,32,15,water
50,39,32,14,water
49,40,32,16,water
50,40,31,15,water
49,40,31,14,water
49,40,31,15,water
48,39,31,15,water
48,39,31,15,water
49,39,31,15,water
49,40,31,15,water
49,40,31,15,water
49,40,31,15,water
49,41,32,15,water
50,40,32,15,water
50,40,32,15,water
50,39,31,15,water
49,40,32,15,water
49,41,32,16,water
49,40,32,16,water
50,41,31,14,water
49,40,32,15,water
50,40,32,15,water
50,40,32,15,water
50,41,32,15,water
50,41,32,15,water
51,40,33,16,water
50,40,33,15,water
51,40,32,16,water
51,40,32,15,water
50,41,32,16,water
50,40,32,15,water
50,41,32,15,water
51,41,32,15,water
50,42,33,15,water
50,41,33,16,water
50,40,32,15,water
50,40,32,16,water
50,40,31,15,water
50,40,32,15,water
48,40,32,15,water
48,40,32,15,water
50,40,32,15,water
51,40,32,15,water
50,40,33,15,water
49,40,33,15,water
50,40,31,15,water
49,40,32,15,water
50,40,33,15,water
49,40,32,15,water
49,39,32,15,water
49,40,32,15,water
50,39,32,15,water
49,40,32,15,water
49,40,32,15,water
49,40,32,15,water
50,40,32,15,water
49,40,32,15,water
50,40,32,15,water
50,40,33,15,water
50,40,32,14,water
49,40,31,14,water
50,39,32,15,water
50,40,32,15,water
50,41,32,16,water
49,40,32,15,water
49,40,32,15,water
49,40,32,15,water
49,41,32,15,water
49,40,33,15,water
49,41,33,16,water
50,40,33,15,water
50,40,32,15,water
50,40,33,15,water
50,40,32,15,water
50,40,32,16,water
50,41,33,15,water
49,41,34,14,water
48,40,33,16,water
49,41,33,16,water
50,40,33,15,water
50,40,33,16,water
49,41,33,16,water
49,40,32,16,water
48,40,33,15,water
49,40,33,15,water
49,39,32,15,water
50,40,32,15,water
49,41,33,15,water
48,41,33,16,water
49,40,32,16,water
49,40,32,15,water
48,40,33,15,water
49,40,32,15,water
48,40,31,14,water
48,39,32,15,water
49,40,32,15,water
47,40,32,15,water
47,39,33,14,water
49,40,33,15,water
49,39,31,14,water
49,40,32,15,water
49,40,32,15,water
49,39,32,15,water
50,40,32,15,water
50,40,32,15,water
50,40,32,16,water
50,40,31,16,water
49,40,32,16,water
49,40,32,15,water
49,41,31,15,water
49,40,32,15,water
50,40,32,15,water
50,40,32,15,water
49,39,32,15,water
48,39,31,15,water
49,40,31,15,water
48,39,31,14,water
49,40,32,14,water
50,40,31,14,water
50,40,31,15,water
50,39,31,14,water
49,40,31,14,water
49,40,33,14,water
49,39,31,15,water
48,40,31,14,water
49,39,31,14,water
49,39,31,16,water
49,41,32,15,water
49,40,32,15,water
49,40,32,14,water
49,40,31,15,water
50,40,32,15,water
49,41,30,15,water
49,40,31,15,water
49,40,31,15,water
50,40,31,15,water
50,39,31,15,water
50,40,32,15,water
49,40,32,15,water
50,41,32,15,water
50,39,32,16,water
49,40,31,15,water
50,40,31,15,water
50,40,31,15,water
49,41,31,15,water
49,40,32,15,water
49,40,32,15,water
50,39,31,14,water
50,39,31,14,water
49,40,32,15,water
49,40,32,15,water
50,39,32,15,water
49,40,32,15,water
49,40,31,14,water
49,40,31,15,water
50,40,32,15,water
49,40,31,15,water
49,39,31,16,water
48,39,31,15,water
49,40,31,15,water
50,40,31,14,water
51,40,32,15,water
50,41,32,16,water
50,41,31,15,water
51,40,33,16,water
50,41,33,15,water
48,40,32,15,water
50,40,31,15,water
49,39,30,15,water
50,39,30,15,water
50,39,31,15,water
49,40,30,15,water
49,40,31,14,water
48,39,30,15,water
48,39,30,13,water
49,39,29,14,water
49,39,31,15,water
49,39,30,14,water
49,39,30,15,water
49,39,31,14,water
50,39,31,14,water
48,40,31,15,water
50,41,31,14,water
51,39,30,14,water
49,39,30,15,water
48,40,30,14,water
48,39,30,14,water
49,39,30,15,water
49,39,30,14,water
49,40,30,14,water
49,40,31,14,water
49,39,31,14,water
49,39,30,14,water
48,39,30,14,water
48,39,30,14,water
50,39,30,14,water
49,39,30,14,water
49,39,31,15,water
49,39,31,14,water
49,39,31,14,water
48,39,30,14,water
48,39,30,14,water
49,39,31,14,water
50,40,30,14,water
49,40,31,15,water
48,39,31,14,water
49,39,31,15,water
49,39,30,14,water
49,39,31,14,water
49,40,31,15,water
50,40,31,15,water
49,39,31,14,water
49,40,31,14,water
49,40,30,14,water
49,39,30,14,water
49,39,30,14,water
48,38,31,14,water
48,38,31,14,water
48,38,30,14,water
48,39,29,14,water
48,39,29,14,water
48,39,30,14,water
49,39,31,15,water
49,38,30,14,water
49,38,30,15,water
48,39,30,15,water
48,39,30,15,water
48,40,30,14,water
49,39,30,14,water
49,38,29,14,water
48,39,29,14,water
47,38,29,14,water
49,38,30,15,water
49,38,30,14,water
49,39,30,14,water
49,39,29,14,water
49,38,30,14,water
48,39,30,14,water
49,39,30,14,water
49,39,30,14,water
49,38,30,14,water
48,39,30,14,water
48,39,30,15,water
49,39,30,15,water
49,38,31,14,water
49,39,31,15,water
50,40,31,15,water
50,39,31,15,water
50,39,30,15,water
49,39,31,15,water
49,39,30,14,water
49,39,30,14,water
49,39,30,14,water
49,40,30,14,water
49,39,29,15,water
49,38,30,15,water
49,39,30,14,water
49,39,30,15,water
49,39,30,14,water
49,40,30,14,water
48,39,30,14,water
48,39,30,14,water
49,40,30,14,water
47,39,30,14,water
48,39,29,14,water
48,39,30,15,water
49,40,30,15,water
50,39,30,14,water
49,38,30,13,water
49,40,31,14,water
49,39,31,15,water
48,39,30,14,water
49,38,30,14,water
49,39,30,15,water
48,38,30,14,water
49,39,30,15,water
49,39,30,15,water
49,38,31,15,water
49,39,31,15,water
48,39,29,14,water
48,38,30,14,water
48,39,30,14,water
49,40,29,14,water
48,39,30,14,water
48,40,31,14,water
49,39,32,15,water
49,39,31,16,water
50,40,30,15,water
50,40,31,15,water
50,40,31,15,water
50,41,31,15,water
50,40,31,15,water
50,39,30,16,water
50,40,31,15,water
49,41,31,15,water
48,40,32,14,water
49,39,31,14,water
49,39,31,15,water
50,40,31,15,water
50,39,30,14,water
50,39,31,14,water
50,40,31,15,water
50,41,30,15,water
49,39,31,15,water
50,40,32,15,water
50,40,32,15,water
50,39,32,15,water
50,40,31,15,water
49,39,32,14,water
49,39,31,15,water
49,39,30,15,water
48,39,32,15,water
50,39,31,15,water
49,39,30,15,water
51,39,30,15,water
49,39,29,14,water
49,39,30,15,water
50,39,30,15,water
49,39,31,15,water
49,39,31,15,water
48,39,30,14,water
49,39,30,15,water
49,39,31,15,water
49,39,31,15,water
51,39,31,16,water
50,40,31,15,water
50,40,30,15,water
49,40,31,15,water
49,40,31,16,water
49,40,31,15,water
49,39,30,15,water
50,40,31,15,water
48,39,30,15,water
49,40,31,15,water
50,41,31,16,water
50,41,32,16,water
51,40,31,15,water
49,40,31,15,water
48,39,31,15,water
50,40,31,15,water
51,41,32,15,water
50,40,31,15,water
49,39,31,16,water
49,39,31,15,water
49,39,30,14,water
50,41,31,15,water
50,40,31,15,water
51,40,31,15,water
50,40,30,15,water
49,40,31,16,water
50,40,30,14,water
51,40,31,15,water
50,39,30,15,water
50,39,30,15,water
50,39,30,15,water
50,39,30,15,water
49,39,30,15,water
49,39,30,15,water
48,40,30,14,water
50,39,30,14,water
51,39,30,14,water
50,40,30,15,water
49,40,30,15,water
49,40,31,14,water
49,39,31,14,water
49,39,30,14,water
49,39,30,15,water
50,40,32,15,water
50,40,32,15,water
51,41,31,15,water
51,41,31,14,water
50,40,31,15,water
51,40,31,15,water
51,40,31,15,water
50,40,31,15,water
49,40,31,16,water
49,40,31,15,water
50,40,32,15,water
51,40,32,15,water
50,39,31,15,water
49,40,30,15,water
50,41,31,16,water
50,39,31,15,water
50,39,30,15,water
50,39,31,15,water
48,40,30,15,water
51,40,31,15,water
50,40,30,15,water
51,39,31,16,water
50,41,31,15,water
51,41,31,15,water
50,41,30,16,water
50,40,31,15,water
50,41,32,16,water
50,41,31,16,water
51,40,31,15,water
50,40,31,15,water
50,41,32,15,water
51,41,32,16,water
50,41,32,15,water
49,41,32,16,water
50,40,31,15,water
50,40,30,15,water
50,40,30,15,water
50,40,31,15,water
49,39,32,15,water
49,39,31,14,water
50,40,31,15,water
51,40,32,15,water
50,39,32,15,water
50,39,31,15,water
50,41,30,15,water
51,40,31,15,water
50,40,31,15,water
50,40,31,15,water
49,39,30,15,water
49,41,31,15,water
50,40,31,15,water
50,40,31,15,water
48,40,30,15,water
50,39,31,15,water
48,39,30,15,water
50,40,30,15,water
49,40,30,15,water
50,40,30,15,water
50,39,31,15,water
49,40,31,15,water
49,40,30,15,water
49,40,30,15,water
50,41,30,15,water
50,40,31,15,water
49,40,31,15,water
51,41,31,15,water
50,40,32,14,water
49,40,30,14,water
50,40,30,14,water
49,39,30,14,water
49,40,30,14,water
50,40,31,15,water
49,39,31,14,water
49,39,31,14,water
50,39,31,14,water
49,39,31,14,water
48,38,30,14,water
49,39,30,14,water
49,39,30,14,water
49,39,30,15,water
49,39,30,15,water
48,39,30,15,water
50,40,31,15,water
49,40,31,14,water
48,39,31,14,water
48,39,31,14,water
49,39,31,14,water
49,39,31,14,water
48,38,31,14,water
49,38,30,15,water
49,39,30,14,water
50,39,31,14,water
49,39,31,14,water
50,39,30,14,water
48,39,30,14,water
49,39,30,14,water
49,39,29,14,water
48,39,30,14,water
49,39,30,14,water
48,39,30,14,water
48,39,30,15,water
49,39,30,14,water
49,40,30,14,water
50,40,31,15,water
49,39,31,15,water
50,40,31,15,water
50,40,31,15,water
50,41,30,15,water
50,39,31,15,water
49,40,31,15,water
50,40,30,15,water
51,40,32,14,water
51,39,32,14,water
51,41,31,16,water
50,41,30,15,water
50,40,31,15,water
49,40,31,15,water
51,40,31,15,water
50,40,30,15,water
50,39,31,15,water
50,40,31,15,water
49,40,31,15,water
51,40,31,15,water
49,40,32,15,water
49,40,31,15,water
49,39,31,15,water
50,40,31,15,water
50,40,31,15,water
51,41,31,15,water
50,40,31,15,water
50,39,30,15,water
49,40,31,16,water
49,40,31,15,water
50,41,30,15,water
50,40,30,15,water
49,39,30,15,water
50,39,30,14,water
49,39,30,15,water
49,39,29,14,water
49,39,30,14,water
49,39,30,15,water
49,39,30,15,water
49,40,30,15,water
49,39,30,14,water
50,40,30,15,water
50,39,30,15,water
50,40,30,15,water
50,40,30,16,water
50,40,31,15,water
50,40,31,15,water
50,40,31,15,water
51,40,32,15,water
50,40,31,15,water
49,40,30,15,water
49,40,30,15,water
50,39,31,14,water
50,39,31,14,water
50,39,31,14,water
48,40,30,14,water
49,40,30,15,water
49,38,30,15,water
49,39,30,14,water
49,38,30,14,water
49,39,30,14,water
48,39,30,14,water
49,39,30,15,water
49,39,30,14,water
47,39,30,14,water
50,39,30,14,water
48,39,29,13,water
48,38,30,14,water
47,39,30,14,water
49,38,30,14,water
49,38,30,14,water
49,39,30,14,water
48,38,30,14,water
49,39,30,14,water
49,39,30,14,water
49,39,30,14,water
48,39,29,15,water
48,39,31,15,water
48,39,29,14,water
47,39,29,14,water
49,39,29,14,water
49,39,30,14,water
48,39,30,14,water
49,39,30,15,water
49,39,30,14,water
49,40,31,14,water
50,40,30,14,water
50,39,30,14,water
50,40,30,15,water
50,40,31,14,water
51,40,31,14,water
50,40,31,15,water
50,41,31,15,water
50,40,30,15,water
49,40,29,15,water
50,40,30,14,water
50,39,31,14,water
50,40,30,15,water
50,40,31,14,water
50,40,31,14,water
51,40,32,15,water
50,41,32,15,water
51,41,32,15,water
50,41,32,15,water
51,41,31,15,water
50,40,31,15,water
50,40,31,15,water
50,41,31,15,water
50,41,31,15,water
49,41,31,15,water
49,41,32,15,water
51,41,32,15,water
50,40,31,15,water
49,40,31,15,water
49,40,31,15,water
50,41,31,16,water
50,41,31,15,water
50,40,31,15,water
50,40,31,15,water
50,40,31,15,water
50,40,32,15,water
49,41,32,15,water
49,41,31,14,water
50,40,31,14,water
50,40,31,14,water
50,40,32,14,water
49,40,32,15,water
49,40,31,14,water
50,40,31,14,water
49,40,32,14,water
50,39,31,14,water
49,39,31,14,water
49,40,30,14,water
49,40,30,14,water
49,39,30,13,water
49,39,30,13,water
49,40,31,14,water
49,39,31,14,water
49,40,31,14,water
50,40,31,14,water
50,41,31,15,water
50,41,32,15,water
50,40,31,15,water
49,41,32,15,water
50,41,32,15,water
50,41,32,16,water
50,40,33,15,water
50,41,32,15,water
50,41,31,15,water
49,41,32,14,water
50,40,31,15,water
49,40,32,15,water
49,40,31,15,water
50,40,31,15,water
51,40,32,15,water
50,40,32,14,water
50,40,31,14,water
50,40,30,15,water
49,40,30,14,water
49,40,31,14,water
49,40,30,14,water
49,40,31,14,water
49,39,31,14,water
50,40,31,15,water
49,39,30,14,water
50,40,30,14,water
50,40,30,15,water
50,40,31,14,water
49,39,30,14,water
50,40,31,15,water
50,40,30,15,water
50,39,31,15,water
51,40,31,15,water
51,40,31,15,water
50,40,31,15,water
50,40,30,15,water
49,39,31,15,water
50,39,31,15,water
51,41,31,14,water
50,40,31,14,water
50,39,31,15,water
48,39,31,14,water
49,39,31,14,water
51,41,31,14,water
50,40,31,14,water
49,39,31,14,water
49,39,30,14,water
48,39,31,14,water
50,40,30,14,water
51,39,31,14,water
49,40,31,14,water
50,41,31,14,water
49,39,31,15,water
49,40,30,14,water
48,40,30,14,water
49,39,29,13,water
49,39,30,15,water
50,39,30,14,water
50,39,30,15,water
50,40,31,14,water
49,39,31,14,water
48,40,30,14,water
48,39,30,14,water
50,39,30,14,water
50,39,30,14,water
49,40,31,14,water
49,39,30,14,water
50,39,31,14,water
50,40,30,14,water
50,39,30,14,water
48,39,30,14,water
49,39,30,14,water
49,39,30,14,water
51,39,30,14,water
50,39,30,14,water
51,40,31,15,water
51,40,31,15,water
52,39,30,15,water
51,40,31,15,water
51,40,32,15,water
50,40,31,15,water
50,40,31,15,water
51,40,30,14,water
50,40,31,15,water
50,40,30,15,water
49,40,31,15,water
50,40,31,14,water
50,40,31,15,water
49,39,30,14,water
49,39,30,14,water
48,38,30,14,water
48,38,30,14,water
49,39,30,14,water
49,39,29,14,water
49,39,29,15,water
48,39,29,15,water
49,39,29,14,water
49,39,29,14,water
50,38,29,14,water
48,39,29,14,water
48,39,30,14,water
50,39,30,15,water
51,39,30,14,water
50,39,30,14,water
49,39,30,14,water
50,39,29,15,water
49,40,30,14,water
50,39,30,14,water
50,40,29,14,water
49,39,30,15,water
50,39,29,14,water
50,40,30,15,water
49,39,29,14,water
49,38,29,14,water
48,39,30,14,water
50,39,30,14,water
50,39,30,14,water
50,39,28,14,water
49,39,29,14,water
49,38,29,14,water
49,38,29,14,water
49,38,29,14,water
48,38,28,14,water
49,39,30,15,water
49,40,30,15,water
49,40,29,15,water
50,40,30,15,water
50,40,30,14,water
50,40,31,16,water
50,39,31,15,water
50,39,31,15,water
51,41,31,15,water
51,40,30,14,water
50,40,30,15,water
51,39,30,14,water
51,39,30,14,water
49,40,30,15,water
49,40,30,15,water
50,39,29,15,water
50,39,30,15,water
50,40,30,15,water
50,39,29,15,water
50,39,29,14,water
50,39,29,14,water
49,40,29,14,water
50,40,30,14,water
49,40,30,15,water
50,39,30,14,water
50,40,30,15,water
49,39,30,14,water
51,39,30,14,water
50,40,29,14,water
49,39,29,14,water
49,39,29,14,water
49,40,29,14,water
50,40,29,14,water
49,39,29,15,water
50,39,30,15,water
49,40,30,14,water
49,39,30,14,water
51,40,30,14,water
50,39,30,15,water
50,40,31,15,water
51,40,30,15,water
51,41,30,15,water
50,40,30,15,water
50,40,30,15,water
50,40,30,15,water
49,39,30,14,water
51,40,30,15,water
51,42,31,15,water
51,41,31,15,water
49,39,28,13,water
47,35,24,12,water
46,32,23,12,water
45,33,21,12,water
42,31,19,10,water
42,30,19,11,water
43,30,20,10,water
43,30,18,10,water
43,30,18,11,water
44,31,20,11,water
46,36,26,13,water
50,40,30,15,water
50,41,31,16,water
53,43,33,18,water
58,47,36,21,water
66,55,41,24,water
70,58,41,25,water
74,61,47,28,water
76,67,53,35,water
83,73,61,41,water
91,76,63,42,water
90,76,61,41,water
86,73,58,38,water
83,70,54,34,water
73,61,49,27,water
62,50,39,22,water
40,31,16,90,water
40,31,16,90,water
41,32,16,95,water
40,32,17,99,water
40,31,17,101,water
41,32,17,102,water
41,32,16,100,water
39,29,15,96,water
