band5,band6,band7,band8,class
82,70,53,64,shadow
85,73,57,70,shadow
39,25,14,24,shadow
39,25,14,25,shadow
38,25,13,25,shadow
37,24,13,24,shadow
38,23,12,23,shadow
37,23,12,21,shadow
38,24,12,20,shadow
37,23,13,20,shadow
37,24,12,21,shadow
37,23,12,20,shadow
37,23,12,21,shadow
37,23,12,21,shadow
37,23,12,20,shadow
38,23,12,21,shadow
37,23,12,19,shadow
37,22,12,19,shadow
37,22,12,21,shadow
37,23,12,21,shadow
36,23,12,18,shadow
37,23,12,18,shadow
37,22,12,20,shadow
37,22,12,21,shadow
37,23,12,21,shadow
37,23,11,22,shadow
36,22,12,21,shadow
36,22,12,21,shadow
37,22,12,22,shadow
45,31,18,29,shadow
48,34,21,30,shadow
47,33,21,30,shadow
47,33,21,31,shadow
48,34,22,33,shadow
46,33,21,31,shadow
52,41,29,38,shadow
67,54,38,49,shadow
76,61,44,56,shadow
85,69,51,65,shadow
91,75,57,73,shadow
38,24,12,23,shadow
38,24,12,24,shadow
38,24,13,24,shadow
38,24,13,24,shadow
37,24,12,22,shadow
37,24,12,21,shadow
38,24,13,19,shadow
38,23,13,21,shadow
36,23,13,22,shadow
36,24,12,21,shadow
37,23,12,21,shadow
37,22,12,21,shadow
37,22,12,20,shadow
37,23,12,19,shadow
37,22,12,19,shadow
37,23,12,21,shadow
37,23,12,21,shadow
37,22,12,20,shadow
37,22,12,19,shadow
37,22,13,20,shadow
36,22,12,21,shadow
36,23,12,21,shadow
37,23,11,22,shadow
37,22,12,21,shadow
36,24,12,22,shadow
43,29,18,28,shadow
44,31,18,27,shadow
44,31,19,27,shadow
45,31,20,29,shadow
43,28,17,27,shadow
44,30,19,30,shadow
53,37,23,37,shadow
60,43,27,43,shadow
66,51,32,49,shadow
75,62,44,59,shadow
79,65,50,58,shadow
66,52,37,43,shadow
54,40,26,33,shadow
39,26,13,26,shadow
38,24,13,24,shadow
38,24,12,22,shadow
38,24,13,21,shadow
38,23,12,21,shadow
36,23,13,22,shadow
39,25,13,25,shadow
38,24,13,24,shadow
37,25,12,24,shadow
37,25,13,23,shadow
38,24,13,21,shadow
38,23,13,22,shadow
36,23,13,22,shadow
37,23,12,21,shadow
38,24,12,21,shadow
38,23,12,21,shadow
37,22,12,20,shadow
38,23,13,21,shadow
37,22,12,20,shadow
36,23,12,20,shadow
37,22,12,21,shadow
36,22,12,21,shadow
37,22,12,21,shadow
36,23,12,21,shadow
36,23,12,21,shadow
36,22,12,20,shadow
38,23,12,21,shadow
36,22,12,21,shadow
36,23,12,20,shadow
37,23,13,22,shadow
44,30,18,30,shadow
45,30,19,30,shadow
49,35,21,30,shadow
42,29,16,23,shadow
41,27,15,23,shadow
40,27,16,23,shadow
41,28,17,24,shadow
41,27,15,24,shadow
41,27,14,24,shadow
45,31,19,29,shadow
49,37,25,37,shadow
50,39,27,39,shadow
56,46,32,46,shadow
66,51,35,48,shadow
62,44,29,40,shadow
54,38,24,37,shadow
59,45,32,43,shadow
58,43,29,36,shadow
55,42,28,35,shadow
39,26,14,25,shadow
38,23,13,22,shadow
37,24,13,22,shadow
38,24,13,22,shadow
37,24,12,20,shadow
37,24,13,20,shadow
37,23,12,23,shadow
38,25,12,24,shadow
38,25,13,24,shadow
38,24,13,24,shadow
37,25,13,25,shadow
38,25,13,25,shadow
38,25,13,25,shadow
38,24,13,24,shadow
38,23,13,23,shadow
37,24,13,22,shadow
37,23,12,22,shadow
38,23,12,21,shadow
37,23,12,20,shadow
37,22,12,21,shadow
37,22,12,20,shadow
37,22,12,22,shadow
37,22,12,21,shadow
37,23,12,21,shadow
37,22,12,21,shadow
37,22,12,21,shadow
37,23,12,22,shadow
37,23,11,21,shadow
37,23,11,20,shadow
37,22,12,19,shadow
37,22,12,20,shadow
35,22,12,21,shadow
37,22,12,20,shadow
37,23,12,21,shadow
37,25,14,23,shadow
41,28,16,26,shadow
43,29,17,26,shadow
43,30,17,27,shadow
45,30,16,24,shadow
38,24,13,19,shadow
38,24,13,21,shadow
38,25,13,23,shadow
40,26,14,22,shadow
39,26,13,22,shadow
40,26,13,23,shadow
40,27,17,26,shadow
46,33,23,33,shadow
54,40,27,40,shadow
63,49,36,46,shadow
57,42,29,38,shadow
52,37,23,31,shadow
52,38,23,29,shadow
57,43,27,35,shadow
62,47,32,43,shadow
39,26,14,22,shadow
38,23,13,21,shadow
38,23,12,23,shadow
38,24,12,22,shadow
39,23,12,19,shadow
37,23,13,21,shadow
38,24,13,24,shadow
38,24,12,24,shadow
37,24,13,23,shadow
37,25,13,23,shadow
39,24,12,24,shadow
38,25,13,25,shadow
39,25,13,25,shadow
38,23,13,23,shadow
38,23,12,22,shadow
37,23,12,20,shadow
37,23,12,20,shadow
37,22,13,21,shadow
37,23,12,20,shadow
37,23,12,22,shadow
37,23,12,21,shadow
37,22,13,21,shadow
37,23,12,20,shadow
37,23,12,20,shadow
37,23,12,20,shadow
38,22,11,21,shadow
38,22,11,21,shadow
37,23,12,21,shadow
36,22,12,20,shadow
36,23,12,21,shadow
36,23,12,21,shadow
36,23,12,21,shadow
37,23,12,22,shadow
38,24,13,22,shadow
39,26,13,21,shadow
38,26,14,20,shadow
38,24,13,21,shadow
36,23,12,22,shadow
36,23,13,22,shadow
37,23,12,23,shadow
37,24,13,21,shadow
38,24,13,21,shadow
38,24,12,23,shadow
39,25,14,25,shadow
45,31,18,30,shadow
48,34,21,32,shadow
52,39,25,39,shadow
54,41,27,41,shadow
52,39,27,39,shadow
56,42,29,42,shadow
63,48,33,45,shadow
56,42,26,36,shadow
51,36,22,28,shadow
44,31,20,22,shadow
44,31,20,23,shadow
50,36,26,34,shadow
57,41,28,38,shadow
50,36,22,33,shadow
42,26,17,25,shadow
39,24,14,23,shadow
37,24,12,23,shadow
38,24,13,19,shadow
38,24,13,18,shadow
38,24,12,22,shadow
37,24,13,24,shadow
38,25,13,25,shadow
37,24,13,24,shadow
38,24,12,24,shadow
38,23,13,23,shadow
36,23,12,22,shadow
37,22,12,21,shadow
36,22,13,20,shadow
38,24,13,20,shadow
38,22,13,20,shadow
37,24,12,20,shadow
36,23,12,20,shadow
37,23,12,19,shadow
37,22,12,20,shadow
37,23,12,20,shadow
38,23,12,20,shadow
38,22,12,20,shadow
37,22,12,21,shadow
37,22,12,22,shadow
37,22,12,22,shadow
37,23,12,20,shadow
36,23,12,20,shadow
36,23,11,20,shadow
36,22,12,21,shadow
36,23,12,21,shadow
36,23,13,21,shadow
36,23,12,20,shadow
36,23,12,19,shadow
36,23,11,21,shadow
37,24,12,22,shadow
38,23,13,22,shadow
37,23,12,22,shadow
37,23,12,22,shadow
38,23,13,22,shadow
38,24,13,22,shadow
39,24,13,24,shadow
39,25,14,24,shadow
40,27,14,23,shadow
43,30,17,27,shadow
55,39,25,37,shadow
49,33,20,31,shadow
45,29,17,27,shadow
40,26,14,25,shadow
41,26,15,24,shadow
45,31,19,25,shadow
49,34,21,26,shadow
47,32,20,28,shadow
47,33,22,33,shadow
47,34,21,31,shadow
40,27,16,25,shadow
38,24,13,24,shadow
38,23,12,21,shadow
39,25,13,19,shadow
38,23,13,19,shadow
38,23,12,22,shadow
38,24,12,23,shadow
39,25,14,25,shadow
38,24,12,24,shadow
38,24,13,24,shadow
39,24,13,24,shadow
38,23,12,22,shadow
36,23,12,21,shadow
37,22,12,21,shadow
37,23,12,20,shadow
39,23,13,20,shadow
37,23,13,20,shadow
37,24,12,20,shadow
38,23,12,20,shadow
37,23,13,19,shadow
38,23,12,19,shadow
38,22,13,20,shadow
38,23,13,20,shadow
38,22,12,20,shadow
36,22,12,20,shadow
36,23,12,21,shadow
37,22,12,21,shadow
38,23,12,21,shadow
36,23,12,21,shadow
36,22,11,21,shadow
36,22,12,21,shadow
36,22,12,21,shadow
36,22,12,21,shadow
36,22,12,20,shadow
37,22,12,20,shadow
36,22,12,21,shadow
37,23,12,22,shadow
38,23,12,22,shadow
38,23,12,21,shadow
38,23,12,23,shadow
38,24,13,22,shadow
39,24,13,22,shadow
38,23,12,22,shadow
37,24,13,21,shadow
37,24,12,21,shadow
38,25,13,24,shadow
44,31,20,29,shadow
54,40,27,38,shadow
57,42,27,39,shadow
51,37,22,34,shadow
44,31,18,30,shadow
41,27,16,26,shadow
39,25,14,23,shadow
38,25,12,22,shadow
40,24,13,22,shadow
41,27,14,22,shadow
42,29,16,21,shadow
44,30,18,24,shadow
47,34,21,34,shadow
51,36,22,36,shadow
42,28,15,28,shadow
39,24,13,23,shadow
38,23,12,21,shadow
39,23,13,18,shadow
39,24,12,21,shadow
38,24,12,24,shadow
38,24,13,23,shadow
37,24,12,23,shadow
39,25,13,25,shadow
39,24,13,24,shadow
39,24,13,24,shadow
37,24,13,24,shadow
38,22,12,21,shadow
38,22,12,22,shadow
38,22,13,21,shadow
37,22,13,20,shadow
37,23,12,20,shadow
39,22,12,21,shadow
39,23,12,20,shadow
38,23,13,20,shadow
36,22,13,20,shadow
37,23,12,20,shadow
37,22,12,20,shadow
37,22,13,19,shadow
36,22,12,20,shadow
37,22,12,20,shadow
36,22,12,21,shadow
36,23,12,22,shadow
36,22,12,21,shadow
36,23,12,20,shadow
37,22,12,22,shadow
37,23,12,21,shadow
37,22,11,21,shadow
37,22,12,22,shadow
35,22,12,21,shadow
37,22,12,21,shadow
36,23,12,21,shadow
37,22,12,21,shadow
38,22,12,22,shadow
38,23,13,20,shadow
38,23,12,22,shadow
37,23,12,21,shadow
37,23,12,21,shadow
37,24,11,21,shadow
36,23,12,22,shadow
39,24,13,23,shadow
43,29,15,26,shadow
47,32,17,28,shadow
45,30,17,28,shadow
40,26,15,26,shadow
39,25,13,24,shadow
39,25,13,20,shadow
38,24,12,21,shadow
40,25,13,23,shadow
41,26,14,26,shadow
41,28,17,27,shadow
43,30,19,27,shadow
47,31,18,31,shadow
39,25,13,25,shadow
38,23,12,22,shadow
38,24,12,21,shadow
38,24,14,19,shadow
37,23,12,21,shadow
37,24,12,24,shadow
37,24,12,24,shadow
37,24,13,23,shadow
38,24,12,24,shadow
39,24,13,24,shadow
36,24,13,23,shadow
37,23,12,22,shadow
37,22,12,21,shadow
37,22,13,22,shadow
37,23,13,22,shadow
37,23,13,20,shadow
37,23,12,20,shadow
38,23,11,21,shadow
38,22,12,21,shadow
38,23,13,20,shadow
37,22,12,20,shadow
36,22,11,20,shadow
37,22,12,20,shadow
37,23,12,20,shadow
36,23,12,19,shadow
37,22,12,19,shadow
36,22,11,20,shadow
36,23,11,21,shadow
36,23,12,20,shadow
36,22,12,19,shadow
38,22,12,21,shadow
36,22,11,21,shadow
37,23,11,21,shadow
36,23,12,22,shadow
35,22,12,21,shadow
36,23,12,20,shadow
36,23,12,20,shadow
37,23,12,21,shadow
37,23,12,21,shadow
38,24,13,21,shadow
37,24,13,21,shadow
37,23,13,21,shadow
37,24,12,22,shadow
37,23,12,21,shadow
36,24,12,22,shadow
36,23,12,21,shadow
36,23,13,20,shadow
37,24,14,23,shadow
39,24,13,24,shadow
39,24,13,24,shadow
39,24,13,22,shadow
39,23,13,19,shadow
38,24,13,23,shadow
39,25,14,25,shadow
42,27,17,26,shadow
44,29,18,26,shadow
44,29,17,25,shadow
42,28,15,24,shadow
40,27,13,25,shadow
38,24,13,23,shadow
38,23,12,23,shadow
37,24,12,23,shadow
37,25,13,21,shadow
36,24,12,21,shadow
37,23,13,21,shadow
38,24,12,22,shadow
37,24,12,24,shadow
37,23,13,23,shadow
38,23,12,21,shadow
38,22,13,20,shadow
38,22,12,21,shadow
36,23,12,22,shadow
37,23,12,21,shadow
38,23,12,22,shadow
38,22,12,21,shadow
38,23,12,21,shadow
38,22,12,19,shadow
37,22,12,21,shadow
37,22,12,20,shadow
38,22,12,19,shadow
37,23,12,20,shadow
37,23,12,19,shadow
37,22,12,19,shadow
37,22,12,20,shadow
37,22,12,20,shadow
36,22,12,20,shadow
37,22,12,20,shadow
37,22,12,19,shadow
36,23,12,20,shadow
36,23,12,20,shadow
36,22,12,21,shadow
36,22,12,21,shadow
37,23,12,21,shadow
37,23,12,20,shadow
37,22,12,19,shadow
37,23,12,22,shadow
38,24,13,22,shadow
37,24,13,21,shadow
38,24,12,22,shadow
37,23,13,21,shadow
37,22,13,21,shadow
37,23,12,22,shadow
37,22,12,21,shadow
36,22,12,20,shadow
36,23,12,21,shadow
38,23,11,21,shadow
37,24,12,20,shadow
39,23,13,19,shadow
38,23,13,20,shadow
37,24,12,23,shadow
38,24,14,24,shadow
41,27,16,24,shadow
42,27,15,22,shadow
42,26,15,22,shadow
39,25,13,23,shadow
39,24,12,24,shadow
38,24,12,24,shadow
37,24,12,23,shadow
37,24,12,23,shadow
37,23,12,22,shadow
37,23,12,20,shadow
39,24,12,20,shadow
38,24,12,23,shadow
38,23,12,23,shadow
36,24,13,23,shadow
37,24,13,21,shadow
39,23,14,20,shadow
38,23,12,21,shadow
38,23,12,20,shadow
36,23,12,21,shadow
37,22,12,21,shadow
37,22,13,21,shadow
38,22,12,20,shadow
37,23,12,20,shadow
37,23,12,20,shadow
38,22,13,21,shadow
35,22,12,20,shadow
36,23,12,21,shadow
37,23,13,19,shadow
36,22,12,20,shadow
36,23,12,20,shadow
37,22,12,19,shadow
36,22,12,20,shadow
36,23,12,20,shadow
36,23,12,18,shadow
37,23,12,20,shadow
37,22,12,20,shadow
37,22,12,20,shadow
37,22,12,21,shadow
37,23,12,21,shadow
37,23,12,20,shadow
37,23,12,19,shadow
36,23,12,21,shadow
37,23,12,22,shadow
37,22,12,21,shadow
37,23,12,20,shadow
37,23,12,20,shadow
36,23,12,21,shadow
38,22,12,21,shadow
37,23,12,21,shadow
37,22,12,21,shadow
37,23,12,20,shadow
38,24,12,19,shadow
37,24,12,18,shadow
38,24,14,19,shadow
37,24,12,22,shadow
38,23,12,23,shadow
39,23,12,23,shadow
39,24,13,22,shadow
39,25,14,20,shadow
38,24,13,23,shadow
38,24,13,24,shadow
37,24,13,24,shadow
38,23,12,23,shadow
38,24,13,23,shadow
37,23,13,23,shadow
37,23,12,23,shadow
37,24,12,21,shadow
37,24,12,24,shadow
38,23,12,23,shadow
37,24,13,24,shadow
37,23,13,23,shadow
38,23,13,22,shadow
37,23,13,21,shadow
37,23,13,21,shadow
38,23,13,20,shadow
37,23,12,20,shadow
37,23,12,21,shadow
37,23,12,21,shadow
38,23,12,20,shadow
37,22,12,21,shadow
38,22,12,21,shadow
35,22,12,20,shadow
37,22,12,21,shadow
37,22,11,20,shadow
37,22,12,21,shadow
37,22,12,20,shadow
37,23,12,20,shadow
37,23,12,20,shadow
37,23,13,19,shadow
36,22,11,20,shadow
37,22,12,20,shadow
38,22,12,20,shadow
38,23,12,21,shadow
36,23,11,21,shadow
37,23,12,20,shadow
37,23,12,20,shadow
37,23,12,20,shadow
37,23,12,20,shadow
37,23,12,21,shadow
36,24,12,21,shadow
37,23,12,20,shadow
37,23,12,20,shadow
36,23,12,21,shadow
37,22,12,21,shadow
37,23,13,22,shadow
37,23,12,21,shadow
38,23,12,19,shadow
38,23,12,18,shadow
37,23,12,21,shadow
37,23,13,21,shadow
38,23,11,22,shadow
38,23,12,21,shadow
38,24,12,22,shadow
38,23,13,23,shadow
37,24,13,22,shadow
37,23,12,22,shadow
37,23,13,23,shadow
37,24,12,24,shadow
37,24,12,24,shadow
37,24,12,23,shadow
38,24,13,23,shadow
37,24,14,23,shadow
38,24,13,24,shadow
38,23,13,23,shadow
37,23,13,21,shadow
38,23,13,21,shadow
38,24,12,21,shadow
38,23,12,20,shadow
38,23,12,21,shadow
37,23,12,21,shadow
38,22,12,21,shadow
37,22,12,19,shadow
37,22,12,20,shadow
37,22,12,21,shadow
37,22,12,19,shadow
37,23,12,20,shadow
37,22,12,20,shadow
37,22,12,20,shadow
37,23,12,20,shadow
37,23,12,20,shadow
36,22,12,20,shadow
37,22,12,19,shadow
37,22,11,20,shadow
37,22,12,21,shadow
38,23,12,21,shadow
38,23,11,21,shadow
36,22,12,21,shadow
36,23,12,20,shadow
37,23,12,20,shadow
36,23,12,21,shadow
36,22,12,21,shadow
37,23,12,21,shadow
37,23,12,21,shadow
36,23,12,21,shadow
37,22,12,19,shadow
36,22,12,18,shadow
36,23,12,18,shadow
36,23,13,19,shadow
38,22,13,21,shadow
37,23,12,19,shadow
37,23,12,19,shadow
37,22,12,21,shadow
38,22,12,22,shadow
38,23,12,22,shadow
37,23,12,20,shadow
37,24,12,22,shadow
37,24,12,24,shadow
38,24,12,24,shadow
38,24,12,24,shadow
38,25,12,24,shadow
38,24,12,22,shadow
39,24,13,23,shadow
38,25,14,24,shadow
38,24,13,23,shadow
37,23,13,23,shadow
38,24,13,22,shadow
37,24,13,21,shadow
37,23,12,21,shadow
37,22,12,20,shadow
36,22,13,20,shadow
37,23,12,20,shadow
37,23,13,18,shadow
36,22,12,19,shadow
36,22,12,21,shadow
37,22,12,21,shadow
37,23,12,20,shadow
37,22,12,19,shadow
37,22,12,20,shadow
36,22,12,20,shadow
36,23,11,20,shadow
35,23,11,20,shadow
36,23,12,20,shadow
37,22,12,21,shadow
36,22,12,22,shadow
37,22,11,21,shadow
37,22,11,21,shadow
36,23,12,20,shadow
37,24,12,20,shadow
38,24,12,20,shadow
36,23,12,22,shadow
37,23,12,22,shadow
37,22,12,21,shadow
37,22,12,21,shadow
37,23,12,21,shadow
38,22,12,20,shadow
37,22,12,18,shadow
38,23,13,16,shadow
37,23,12,19,shadow
37,22,13,20,shadow
36,23,12,21,shadow
38,24,13,19,shadow
37,23,12,23,shadow
37,22,13,22,shadow
38,22,13,22,shadow
37,23,12,21,shadow
36,23,12,23,shadow
37,23,12,23,shadow
38,24,13,22,shadow
39,23,13,23,shadow
38,24,13,23,shadow
38,23,13,21,shadow
38,24,12,21,shadow
37,24,13,19,shadow
37,22,13,20,shadow
37,23,12,19,shadow
37,23,12,20,shadow
37,22,12,19,shadow
37,22,12,21,shadow
36,22,12,21,shadow
37,23,12,20,shadow
37,22,12,20,shadow
36,23,12,21,shadow
36,23,12,20,shadow
37,23,12,20,shadow
36,24,12,19,shadow
36,23,12,21,shadow
37,22,12,21,shadow
36,22,12,21,shadow
37,23,12,21,shadow
36,23,11,22,shadow
36,23,12,21,shadow
37,23,12,21,shadow
38,24,11,21,shadow
37,23,11,22,shadow
38,23,12,22,shadow
37,22,12,22,shadow
37,23,12,21,shadow
37,22,12,20,shadow
36,23,12,21,shadow
37,23,12,20,shadow
38,24,13,18,shadow
38,22,12,22,shadow
36,23,13,21,shadow
37,22,12,20,shadow
38,23,13,20,shadow
37,23,13,23,shadow
37,22,12,21,shadow
37,23,12,22,shadow
37,23,12,22,shadow
37,23,12,23,shadow
39,24,13,23,shadow
38,23,12,21,shadow
38,24,12,21,shadow
38,23,12,21,shadow
38,23,12,21,shadow
38,24,12,20,shadow
38,23,12,19,shadow
37,22,12,21,shadow
36,22,12,21,shadow
37,22,12,20,shadow
37,23,13,20,shadow
37,23,12,20,shadow
37,23,12,21,shadow
37,23,13,21,shadow
37,23,12,19,shadow
37,22,12,21,shadow
37,22,12,20,shadow
37,22,12,21,shadow
37,23,12,21,shadow
36,23,12,22,shadow
36,23,12,22,shadow
37,23,12,21,shadow
36,23,12,21,shadow
37,22,12,22,shadow
38,22,12,22,shadow
35,22,12,22,shadow
36,23,12,22,shadow
37,22,13,21,shadow
36,23,13,22,shadow
37,24,12,21,shadow
38,23,12,20,shadow
37,23,12,22,shadow
37,23,12,23,shadow
38,23,12,22,shadow
38,24,12,21,shadow
37,23,12,22,shadow
38,23,11,23,shadow
37,24,11,24,shadow
37,24,12,23,shadow
38,23,12,23,shadow
37,24,12,24,shadow
37,23,13,23,shadow
38,23,12,22,shadow
37,23,12,23,shadow
37,23,13,22,shadow
36,23,12,22,shadow
37,22,13,22,shadow
36,23,12,22,shadow
37,22,12,22,shadow
37,23,13,22,shadow
37,23,12,21,shadow
38,22,13,21,shadow
36,23,12,21,shadow
37,22,13,20,shadow
37,23,12,20,shadow
37,22,12,21,shadow
37,23,12,21,shadow
36,22,12,21,shadow
37,22,12,21,shadow
37,23,12,22,shadow
37,22,12,21,shadow
36,23,12,21,shadow
36,22,12,22,shadow
36,22,12,22,shadow
36,23,12,23,shadow
37,23,12,22,shadow
37,23,12,22,shadow
38,24,12,22,shadow
38,23,12,20,shadow
37,23,12,21,shadow
37,24,12,23,shadow
37,24,12,22,shadow
37,24,11,22,shadow
38,23,12,23,shadow
38,23,13,23,shadow
36,23,12,23,shadow
38,24,12,23,shadow
38,24,12,24,shadow
37,23,13,23,shadow
37,23,13,22,shadow
38,24,12,24,shadow
37,23,12,23,shadow
36,23,12,23,shadow
37,23,12,23,shadow
37,23,11,22,shadow
38,23,12,22,shadow
38,23,12,21,shadow
37,22,12,21,shadow
37,23,12,21,shadow
37,23,12,21,shadow
36,23,13,21,shadow
37,23,12,20,shadow
37,22,12,21,shadow
37,23,13,21,shadow
37,23,12,22,shadow
37,23,12,22,shadow
37,22,11,21,shadow
37,23,12,22,shadow
37,23,12,21,shadow
37,22,12,22,shadow
37,23,13,22,shadow
37,23,12,23,shadow
37,24,12,23,shadow
37,23,12,23,shadow
37,23,12,22,shadow
38,23,13,19,shadow
36,23,13,21,shadow
37,23,13,23,shadow
37,23,12,23,shadow
36,24,13,24,shadow
38,24,13,22,shadow
38,24,12,23,shadow
38,23,13,22,shadow
37,23,12,22,shadow
38,23,12,23,shadow
38,24,13,22,shadow
37,24,11,23,shadow
37,23,11,22,shadow
38,23,12,21,shadow
37,23,12,20,shadow
36,23,12,21,shadow
37,24,12,22,shadow
38,24,12,22,shadow
36,23,12,22,shadow
36,22,12,21,shadow
36,23,12,20,shadow
37,24,13,22,shadow
36,23,12,22,shadow
37,23,12,22,shadow
37,23,11,22,shadow
37,24,13,22,shadow
36,23,12,22,shadow
38,23,12,23,shadow
38,24,12,24,shadow
38,24,13,24,shadow
37,23,12,23,shadow
37,23,13,22,shadow
36,24,13,22,shadow
37,23,12,23,shadow
37,24,12,23,shadow
38,24,12,23,shadow
38,23,13,22,shadow
37,23,12,23,shadow
37,22,12,22,shadow
37,23,13,22,shadow
37,24,12,21,shadow
37,23,12,21,shadow
36,23,12,23,shadow
38,23,12,23,shadow
36,23,12,23,shadow
36,23,12,21,shadow
36,24,12,22,shadow
37,23,12,23,shadow
38,23,12,23,shadow
36,24,12,23,shadow
36,24,12,23,shadow
36,24,13,22,shadow
38,23,12,23,shadow
38,24,12,22,shadow
38,23,12,22,shadow
36,23,12,23,shadow
37,23,12,23,shadow
37,23,12,23,shadow
37,23,12,23,shadow
37,23,12,23,shadow
38,24,12,24,shadow
37,24,12,24,shadow
38,24,13,24,shadow
132,118,93,116,shadow
62,47,34,39,shadow
78,62,48,54,shadow
85,68,51,58,shadow
48,33,22,24,shadow
57,42,28,34,shadow
74,60,43,49,shadow
82,68,51,57,shadow
88,75,58,62,shadow
96,79,61,61,shadow
83,64,47,51,shadow
78,59,43,50,shadow
44,31,20,22,shadow
48,34,23,29,shadow
53,38,25,32,shadow
62,48,31,38,shadow
72,59,43,47,shadow
78,65,49,52,shadow
80,61,42,46,shadow
70,52,33,39,shadow
63,47,26,34,shadow
64,51,29,36,shadow
81,65,43,46,shadow
85,69,49,57,shadow
94,78,61,67,shadow
45,32,20,24,shadow
50,39,26,32,shadow
51,39,28,34,shadow
52,38,25,33,shadow
59,44,30,37,shadow
68,51,33,40,shadow
64,45,26,36,shadow
55,40,23,32,shadow
47,34,22,31,shadow
96,82,69,74,shadow
101,82,67,70,shadow
88,72,55,60,shadow
93,76,60,64,shadow
108,89,70,73,shadow
38,24,13,18,shadow
38,24,13,17,shadow
38,24,13,17,shadow
38,24,12,16,shadow
38,24,13,16,shadow
40,26,15,19,shadow
42,29,17,22,shadow
47,36,21,27,shadow
52,39,24,31,shadow
51,36,22,30,shadow
49,33,19,29,shadow
52,38,22,32,shadow
52,38,24,32,shadow
46,32,19,28,shadow
42,30,18,28,shadow
49,35,23,34,shadow
63,49,35,46,shadow
83,70,55,64,shadow
107,91,72,77,shadow
109,92,72,75,shadow
94,74,56,62,shadow
87,69,50,60,shadow
96,75,54,63,shadow
104,82,56,67,shadow
113,95,65,72,shadow
38,23,13,16,shadow
38,24,13,20,shadow
37,23,12,19,shadow
37,22,13,17,shadow
37,24,12,17,shadow
38,23,12,18,shadow
37,24,13,20,shadow
38,25,14,22,shadow
42,27,16,25,shadow
44,31,19,27,shadow
47,32,18,25,shadow
42,29,15,25,shadow
43,30,18,27,shadow
47,33,20,29,shadow
44,29,17,27,shadow
43,28,17,27,shadow
49,35,21,33,shadow
61,46,31,42,shadow
81,67,51,57,shadow
101,86,67,68,shadow
105,88,70,72,shadow
94,74,58,66,shadow
86,67,50,62,shadow
88,71,51,62,shadow
84,68,48,56,shadow
81,66,47,52,shadow
87,68,46,53,shadow
84,64,42,56,shadow
89,67,45,58,shadow
93,72,45,58,shadow
100,81,54,64,shadow
107,90,70,72,shadow
124,106,83,79,shadow
133,111,87,89,shadow
152,121,93,94,shadow
157,130,96,98,shadow
166,146,114,107,shadow
37,24,12,20,shadow
37,24,12,22,shadow
36,23,12,20,shadow
37,22,12,17,shadow
38,23,12,17,shadow
37,22,12,18,shadow
36,23,13,19,shadow
38,24,13,20,shadow
41,26,14,21,shadow
40,27,15,21,shadow
41,27,14,22,shadow
39,25,13,23,shadow
44,29,18,27,shadow
43,29,16,26,shadow
42,28,17,26,shadow
46,32,19,30,shadow
52,38,26,34,shadow
64,51,36,43,shadow
78,63,47,53,shadow
89,71,52,57,shadow
87,70,48,55,shadow
83,68,50,59,shadow
87,72,54,61,shadow
79,62,45,54,shadow
66,47,31,44,shadow
61,41,25,40,shadow
64,46,28,45,shadow
71,55,35,48,shadow
72,57,38,47,shadow
74,59,42,52,shadow
85,70,49,59,shadow
100,79,55,66,shadow
110,86,63,76,shadow
122,99,71,78,shadow
124,103,75,77,shadow
137,119,91,89,shadow
151,129,107,105,shadow
158,132,110,111,shadow
163,132,104,106,shadow
168,143,104,106,shadow
38,23,12,16,shadow
37,23,12,20,shadow
37,23,12,21,shadow
36,23,12,21,shadow
37,22,12,18,shadow
37,22,12,19,shadow
36,23,11,22,shadow
37,23,13,22,shadow
38,23,12,19,shadow
38,25,13,18,shadow
38,24,13,19,shadow
36,24,12,22,shadow
38,23,12,22,shadow
38,25,13,24,shadow
40,26,15,24,shadow
40,25,14,25,shadow
41,26,15,25,shadow
43,29,18,26,shadow
44,30,18,28,shadow
51,33,19,32,shadow
61,46,26,36,shadow
66,50,27,36,shadow
65,50,30,39,shadow
72,59,40,49,shadow
80,63,45,51,shadow
73,54,37,46,shadow
56,39,22,33,shadow
47,33,19,31,shadow
53,41,26,37,shadow
59,45,29,38,shadow
59,43,28,41,shadow
75,54,36,53,shadow
78,60,36,53,shadow
91,76,52,66,shadow
106,89,67,73,shadow
106,85,65,71,shadow
111,92,71,78,shadow
132,109,85,89,shadow
144,118,89,92,shadow
135,112,80,84,shadow
127,106,75,84,shadow
132,112,88,94,shadow
132,112,90,99,shadow
37,23,12,16,shadow
37,23,11,19,shadow
37,23,11,20,shadow
36,22,12,22,shadow
36,22,12,16,shadow
35,22,11,16,shadow
36,22,11,19,shadow
36,22,11,21,shadow
37,23,12,22,shadow
36,23,12,21,shadow
37,23,12,20,shadow
37,23,12,20,shadow
35,23,12,20,shadow
37,23,12,22,shadow
37,23,11,22,shadow
37,23,12,21,shadow
38,24,13,23,shadow
39,25,14,24,shadow
40,26,14,24,shadow
40,25,12,23,shadow
41,27,12,24,shadow
45,30,15,25,shadow
45,31,18,26,shadow
47,34,22,34,shadow
59,43,30,40,shadow
60,42,27,35,shadow
58,41,23,32,shadow
47,31,16,26,shadow
47,33,19,29,shadow
47,32,19,29,shadow
